Trajectories
200
,,m10:RSHO,,,m10:RUPA,,,m10:RUPB,,,m10:RUPC,,,m10:RELB,,,m10:RMEP,,,m10:RWRA,,,m10:RWRB,,,m10:RFRA,,,m10:RFIN,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
573,0,290.327301,-32.962200,934.877747,356.528748,-38.514439,759.692566,343.035950,16.007618,817.661377,361.261383,25.499920,740.868347,373.251770,41.842434,643.183594,,,,340.807220,261.369720,593.429443,306.007812,262.926819,644.650513,338.131012,169.694031,665.801636,346.301605,350.389618,637.086792
574,0,290.470703,-33.254387,934.977722,356.777679,-40.070934,759.751953,343.435760,14.971588,817.399109,361.741211,23.835484,740.424561,373.854126,39.483997,642.525146,,,,340.924072,258.949707,593.810181,306.175049,260.328796,645.088989,338.553741,167.096756,665.690674,346.562683,347.852448,637.587341
575,0,290.611603,-33.548447,935.081909,357.023132,-41.615036,759.824402,343.832916,13.940535,817.151733,362.217804,22.182360,740.001648,374.452332,37.147068,641.895264,,,,341.037628,256.544983,594.244873,306.339874,257.741516,645.580444,338.971863,164.512054,665.621155,346.819031,345.327820,638.146301
576,0,290.749817,-33.844292,935.190186,357.265045,-43.146049,759.909302,344.227173,12.914913,816.919250,362.691193,20.541309,739.599304,375.046204,34.832798,641.293640,,,,341.147827,254.156387,594.733459,306.502106,255.165634,646.124756,339.385315,161.940872,665.592957,347.070557,342.816681,638.763367
577,0,290.885406,-34.141861,935.302795,357.503510,-44.663307,760.006531,344.618408,11.895178,816.701782,363.161102,18.913088,739.217651,375.635803,32.542355,640.720337,,,,341.254639,251.784775,595.275818,306.661774,252.602036,646.721924,339.794037,159.384216,665.605896,347.317017,340.319672,639.438721
578,0,291.018250,-34.441086,935.419434,357.738373,-46.166138,760.115662,345.006592,10.881777,816.499084,363.627655,17.298441,738.856506,376.221100,30.276880,640.175049,,,,341.358063,249.430984,595.871887,306.818878,250.051437,647.371399,340.198090,156.843002,665.659790,347.558197,337.837555,640.172241
579,0,291.148193,-34.741898,935.540222,357.969696,-47.653870,760.236389,345.391449,9.875156,816.311157,364.090607,15.698114,738.515808,376.802063,28.037510,639.657593,,,,341.458099,247.095840,596.521301,306.973328,247.514572,648.073181,340.597412,154.318176,665.754272,347.794067,335.371033,640.963989
580,0,291.275177,-35.044235,935.665100,358.197479,-49.125843,760.368225,345.772980,8.875751,816.137939,364.549988,14.112839,738.195435,377.378693,25.825375,639.167969,,,,341.554718,244.780136,597.224182,307.125183,244.992172,648.827087,340.992035,151.810669,665.889282,348.024292,332.920837,641.813660
581,0,291.399139,-35.348030,935.794006,358.421631,-50.581406,760.510864,346.151031,7.883996,815.979492,365.005768,12.543340,737.895325,377.951019,23.641581,638.705872,,,,341.647919,242.484680,597.980225,307.274323,242.484955,649.632690,341.381866,149.321396,666.064453,348.248779,330.487732,642.721313
582,0,291.520050,-35.653240,935.926941,358.642120,-52.019924,760.663879,346.525421,6.900319,815.835449,365.457764,10.990335,737.615417,378.519073,21.487223,638.271118,,,,341.737732,240.210251,598.789246,307.420746,239.993591,650.489990,341.766998,146.851212,666.279602,348.467316,328.072266,643.686890
583,0,291.637756,-35.959801,936.063843,358.859100,-53.440754,760.826965,346.896118,5.925138,815.705994,365.906067,9.454535,737.355469,379.082855,19.363386,637.863525,,,,341.824158,237.957626,599.651245,307.564453,237.518799,651.398499,342.147339,144.401062,666.534546,348.679779,325.675232,644.710388
584,0,291.752197,-36.267658,936.204651,359.072449,-54.843281,760.999695,347.262909,4.958871,815.591064,366.350464,7.936635,737.115479,379.642426,17.271137,637.482971,,,,341.907135,235.727554,600.565918,307.705444,235.061234,652.357971,342.523010,141.971741,666.828796,348.885986,323.297150,645.791504
585,0,291.863251,-36.576759,936.349426,359.282196,-56.226894,761.181702,347.625793,4.001925,815.490417,366.791046,6.437326,736.895386,380.197693,15.211520,637.129150,,,,341.986786,233.520752,601.533081,307.843628,232.621536,653.368164,342.893921,139.564148,667.162292,349.085754,320.938721,646.930359
586,0,291.970947,-36.887066,936.498108,359.488373,-57.591003,761.372803,347.984558,3.054699,815.404053,367.227661,4.957285,736.695007,380.748840,13.185571,636.801941,,,,342.063019,231.337936,602.552490,307.979034,230.200363,654.428772,343.260132,137.179092,667.534668,349.278900,318.600494,648.126709
587,0,292.075104,-37.198521,936.650635,359.690979,-58.935028,761.572388,348.339142,2.117587,815.331848,367.660370,3.497181,736.514160,381.295837,11.194308,636.501282,,,,342.135864,229.179794,603.623901,308.111664,227.798294,655.539429,343.621674,134.817429,667.945557,349.465332,316.283142,649.380493
588,0,292.175659,-37.511097,936.806885,359.890076,-60.258408,761.780273,348.689392,1.190971,815.273804,368.089081,2.057669,736.352783,381.838745,9.238728,636.226685,,,,342.205444,227.047058,604.747253,308.241516,225.416016,656.699829,343.978485,132.479935,668.394775,349.644867,313.987183,650.691589
589,0,292.272552,-37.824734,936.966980,360.085632,-61.560581,761.996033,349.035248,0.275225,815.229858,368.513733,0.639393,736.210754,382.377594,7.319809,635.978149,,,,342.271667,224.940323,605.922058,308.368561,223.054062,657.909607,344.330658,130.167404,668.882019,349.817413,311.713196,652.059814
590,0,292.365692,-38.139412,937.130737,360.277771,-62.841026,762.219299,349.376587,-0.629284,815.199768,368.934326,-0.757016,736.088013,382.912415,5.438513,635.755554,,,,342.334534,222.860275,607.148132,308.492798,220.713043,659.168396,344.678253,127.880615,669.406799,349.982849,309.461670,653.484863
591,0,292.455017,-38.455086,937.298157,360.466461,-64.099205,762.449890,349.713318,-1.522201,815.183716,369.350861,-2.130939,735.984375,383.443359,3.595782,635.558411,,,,342.394165,220.807510,608.425171,308.614319,218.393524,660.475830,345.021179,125.620338,669.968933,350.141022,307.233246,654.966797
592,0,292.540497,-38.771725,937.469421,360.651733,-65.334610,762.687378,350.045349,-2.403177,815.181335,369.763245,-3.481771,735.899719,383.970367,1.792534,635.386902,,,,342.450562,218.782669,609.752930,308.732971,216.096039,661.831482,345.359589,123.387291,670.568054,350.291809,305.028259,656.505188
593,0,292.621948,-39.089302,937.644104,360.833649,-66.546745,762.931519,350.372589,-3.271874,815.192627,370.171509,-4.808918,735.833923,384.493622,0.029669,635.240479,,,,342.503693,216.786316,611.131104,308.848907,213.821136,663.234985,345.693481,121.182205,671.203796,350.435211,302.847290,658.099915
594,0,292.699341,-39.407795,937.822571,361.012238,-67.735138,763.182007,350.694885,-4.127964,815.217651,370.575623,-6.111803,735.786987,385.013062,-1.691934,635.119202,,,,342.553680,214.819046,612.559326,308.962128,211.569351,664.685913,346.022888,119.005798,671.875854,350.571014,300.690765,659.750610
595,0,292.772583,-39.727165,938.004517,361.187622,-68.899307,763.438354,351.012238,-4.971124,815.256165,370.975586,-7.389859,735.758545,385.528900,-3.371421,635.022827,,,,342.600494,212.881409,614.037231,309.072632,209.341217,666.183777,346.347809,116.858765,672.583801,350.699249,298.559204,661.457153
596,0,292.841675,-40.047409,938.190063,361.359772,-70.038788,763.700500,351.324463,-5.801046,815.308228,371.371368,-8.642537,735.748718,386.041077,-5.007957,634.951050,,,,342.644196,210.973969,615.564392,309.180450,207.137177,667.728149,346.668365,114.741776,673.327454,350.819794,296.452942,663.219238
597,0,292.906433,-40.368484,938.378967,361.528809,-71.153168,763.967957,351.631592,-6.617426,815.373596,371.762909,-9.869300,735.757202,386.549713,-6.600731,634.903870,,,,342.684845,209.097229,617.140625,309.285614,204.957764,669.318481,346.984528,112.655487,674.106262,350.932617,294.372375,665.036377
598,0,292.966888,-40.690395,938.571533,361.694733,-72.241997,764.240540,351.933411,-7.419973,815.452271,372.150208,-11.069624,735.784058,387.054871,-8.148958,634.881042,,,,342.722443,207.251694,618.765503,309.388123,202.803452,670.954529,347.296478,110.600571,674.919983,351.037750,292.317993,666.908447
599,0,293.022919,-41.013115,938.767456,361.857605,-73.304886,764.518066,352.229919,-8.208405,815.544250,372.533356,-12.243003,735.828979,387.556641,-9.651874,634.882263,,,,342.757202,205.437897,620.438538,309.488129,200.674683,672.635620,347.604126,108.577637,675.768066,351.135010,290.290100,668.834900
600,0,293.074493,-41.336628,938.966736,362.017517,-74.341400,764.800171,352.521057,-8.982446,815.649353,372.912201,-13.388942,735.892029,388.055084,-11.108739,634.907593,,,,342.789001,203.656250,622.159241,309.585541,198.571915,674.361145,347.907593,106.587311,676.650269,351.224518,288.289062,670.815552
601,0,293.121460,-41.660931,939.169556,362.174469,-75.351196,765.086731,352.806732,-9.741837,815.767517,373.286774,-14.506966,735.973145,388.550232,-12.518845,634.956909,,,,342.818024,201.907257,623.927490,309.680481,196.495636,676.130798,348.206970,104.630203,677.566223,351.306183,286.315277,672.849854
602,0,293.163818,-41.986012,939.375610,362.328583,-76.333862,765.377197,353.086761,-10.486317,815.898865,373.657104,-15.596612,736.072083,389.042206,-13.881498,635.029724,,,,342.844238,200.191360,625.742432,309.773010,194.446213,677.943909,348.502258,102.706871,678.515564,351.380035,284.369019,674.937500
603,0,293.201477,-42.311855,939.585144,362.479919,-77.289078,765.671692,353.361206,-11.215646,816.043152,374.023163,-16.657434,736.188721,389.531006,-15.196042,635.126282,,,,342.867889,198.508972,627.603943,309.863129,192.424103,679.799866,348.793549,100.817894,679.497742,351.446045,282.450653,677.077881
604,0,293.234375,-42.638462,939.797913,362.628540,-78.216484,765.969727,353.629974,-11.929583,816.200317,374.384979,-17.689005,736.323120,390.016785,-16.461838,635.246216,,,,342.888885,196.860504,629.511353,309.950897,190.429718,681.698120,349.080902,98.963852,680.512451,351.504303,280.560425,679.270752
605,0,293.262482,-42.965820,940.014038,362.774506,-79.115776,766.271301,353.892944,-12.627904,816.370361,374.742432,-18.690905,736.475037,390.499573,-17.678286,635.389526,,,,342.907440,195.246353,631.464233,310.036377,188.463455,683.638245,349.364380,97.145241,681.559265,351.554749,278.698669,681.515442
606,0,293.285736,-43.293930,940.233521,362.917877,-79.986649,766.576111,354.150116,-13.310390,816.553223,375.095612,-19.662741,736.644531,390.979401,-18.844799,635.555969,,,,342.923553,193.666855,633.462158,310.119690,186.525696,685.619385,349.644043,95.362617,682.637817,351.597534,276.865692,683.811523
607,0,293.303986,-43.622791,940.456177,363.058746,-80.828804,766.884033,354.401337,-13.976832,816.748840,375.444397,-20.604130,736.831360,391.456360,-19.960831,635.745667,,,,342.937317,192.122437,635.504333,310.200806,184.616882,687.641113,349.919952,93.616486,683.747620,351.632660,275.061768,686.158508
608,0,293.317322,-43.952396,940.682068,363.197113,-81.641975,767.194885,354.646637,-14.627034,816.957275,375.788940,-21.514709,737.035645,391.930511,-21.025856,635.958252,,,,342.948944,190.613388,637.590332,310.279938,182.737335,689.702637,350.192200,91.907326,684.888245,351.660156,273.287109,688.555725
609,0,293.325562,-44.282742,940.911194,363.333130,-82.425896,767.508423,354.885834,-15.260803,817.178345,376.129089,-22.394131,737.257141,392.401947,-22.039375,636.193787,,,,342.958405,189.140045,639.719788,310.356995,180.887482,691.803345,350.460815,90.235611,686.059326,351.680176,271.542053,691.002625
610,0,293.328735,-44.613827,941.143494,363.466858,-83.180313,767.824707,355.119019,-15.877964,817.412109,376.464874,-23.242062,737.495850,392.870636,-23.000927,636.452332,,,,342.965881,187.702774,641.891785,310.432190,179.067642,693.942627,350.725952,88.601837,687.260498,351.692810,269.826752,693.498535
611,0,293.326721,-44.945652,941.379028,363.598297,-83.905029,768.143494,355.346008,-16.478350,817.658508,376.796265,-24.058191,737.751587,393.336670,-23.910070,636.733582,,,,342.971405,186.301819,644.105896,310.505554,177.278214,696.119751,350.987549,87.006424,688.491211,351.698059,268.141510,696.043030
612,0,293.319519,-45.278214,941.617737,363.727570,-84.599785,768.464539,355.566803,-17.061802,817.917480,377.123291,-24.842222,738.024536,393.800110,-24.766390,637.037720,,,,342.975128,184.937500,646.361511,310.577209,175.519562,698.334106,351.245789,85.449829,689.751221,351.696167,266.486542,698.635132
613,0,293.307129,-45.611504,941.859558,363.854736,-85.264397,768.787903,355.781281,-17.628168,818.189026,377.445923,-25.593876,738.314453,394.261017,-25.569502,637.364441,,,,342.977234,183.610092,648.658020,310.647186,173.792038,700.584961,351.500702,83.932472,691.039978,351.687134,264.862122,701.274475
614,0,293.289398,-45.945534,942.104431,363.979828,-85.898674,769.113464,355.989532,-18.177319,818.473022,377.764130,-26.312887,738.621216,394.719360,-26.319057,637.714050,,,,342.977661,182.319855,650.994629,310.715668,172.095963,702.871582,351.752350,82.454765,692.356995,351.671173,263.268463,703.960144
615,0,293.266388,-46.280285,942.352539,364.102936,-86.502457,769.441162,356.191437,-18.709129,818.769653,378.077911,-26.999018,738.945068,395.175262,-27.014725,638.086182,,,,342.976685,181.067017,653.370850,310.782684,170.431763,705.193237,352.000763,81.017097,693.701965,351.648346,261.705750,706.691467
616,0,293.237976,-46.615761,942.603638,364.224091,-87.075569,769.770874,356.386902,-19.223482,819.078613,378.387238,-27.652035,739.285706,395.628693,-27.656204,638.481079,,,,342.974365,179.851868,655.785889,310.848358,168.799728,707.549255,352.246063,79.619873,695.074524,351.618927,260.174255,709.467712
617,0,293.204224,-46.951954,942.857727,364.343384,-87.617882,770.102478,356.575928,-19.720274,819.400146,378.692108,-28.271729,739.643127,396.079681,-28.243233,638.898743,,,,342.970795,178.674591,658.239197,310.912750,167.200211,709.938965,352.488342,78.263443,696.474060,351.582947,258.674103,712.288086
618,0,293.165039,-47.288860,943.114929,364.460846,-88.129272,770.436096,356.758514,-20.199413,819.734009,378.992493,-28.857912,740.017395,396.528351,-28.775566,639.339050,,,,342.966064,177.535431,660.729797,310.976013,165.633575,712.361450,352.727631,76.948166,697.900330,351.540588,257.205627,715.151733
619,0,293.120422,-47.626484,943.375122,364.576569,-88.609627,770.771545,356.934540,-20.660816,820.080322,379.288391,-29.410408,740.408508,396.974640,-29.252993,639.802124,,,,342.960388,176.434570,663.257263,311.038269,164.100159,714.816223,352.963959,75.674423,699.352844,351.492065,255.768982,718.057922
620,0,293.070312,-47.964806,943.638123,364.690613,-89.058853,771.109009,357.104095,-21.104408,820.439026,379.579742,-29.929064,740.816223,397.418579,-29.675333,640.287964,,,,342.953796,175.372238,665.820679,311.099487,162.600296,717.302246,353.197418,74.442505,700.831299,351.437531,254.364395,721.005981
621,0,293.014801,-48.303818,943.904175,364.802979,-89.476868,771.448242,357.267029,-21.530130,820.810120,379.866608,-30.413736,741.240784,397.860199,-30.042435,640.796631,,,,342.946472,174.348618,668.419373,311.159912,161.134338,719.818970,353.428131,73.252785,702.335144,351.377167,252.992065,723.994812
622,0,292.953735,-48.643513,944.173035,364.913727,-89.863586,771.789490,357.423401,-21.937933,821.193665,380.148865,-30.864304,741.682068,398.299500,-30.354176,641.328186,,,,342.938477,173.363892,671.052551,311.219574,159.702621,722.365479,353.656067,72.105530,703.864014,351.311127,251.652237,727.023621
623,0,292.887146,-48.983887,944.444763,365.022949,-90.218956,772.132507,357.573090,-22.327770,821.589478,380.426514,-31.280666,742.140015,398.736450,-30.610466,641.882690,,,,342.929993,172.418259,673.719604,311.278534,158.305527,724.941223,353.881287,71.001053,705.417603,351.239624,250.345078,730.091553
624,0,292.815094,-49.324917,944.719177,365.130676,-90.542915,772.477539,357.716248,-22.699612,821.997559,380.699646,-31.662741,742.614685,399.171112,-30.811239,642.460205,,,,342.921112,171.511841,676.419617,311.336884,156.943329,727.545227,354.103912,69.939667,706.995483,351.162781,249.070877,733.197876
625,0,292.737488,-49.666595,944.996399,365.236908,-90.835426,772.824585,357.852661,-23.053434,822.418091,380.968079,-32.010456,743.106018,399.603455,-30.956467,643.060791,,,,342.911865,170.644852,679.151794,311.394745,155.616425,730.176758,354.323975,68.921616,708.597229,351.080933,247.829803,736.341431
626,0,292.654358,-50.008900,945.276245,365.341705,-91.096474,773.173584,357.982483,-23.389227,822.850891,381.231903,-32.323757,743.614075,400.033447,-31.046146,643.684692,,,,342.902496,169.817398,681.915466,311.452179,154.325119,732.835083,354.541473,67.947189,710.222473,350.994141,246.622116,739.521301
627,0,292.565704,-50.351818,945.558838,365.445068,-91.326050,773.524597,358.105591,-23.706989,823.295959,381.491028,-32.602615,744.138855,400.461060,-31.080301,644.331726,,,,342.893097,169.029678,684.709717,311.509308,153.069778,735.519348,354.756500,67.016624,711.870972,350.902649,245.448029,742.736816
628,0,292.471558,-50.695320,945.843933,365.547119,-91.524147,773.877808,358.222076,-24.006721,823.753357,381.745453,-32.847023,744.680359,400.886292,-31.058996,645.002258,,,,342.883667,168.281845,687.533936,311.566162,151.850754,738.228821,354.969086,66.130173,713.542175,350.806610,244.307770,745.986633
629,0,292.371918,-51.039383,946.131531,365.647797,-91.690758,774.233154,358.331818,-24.288445,824.223022,381.995178,-33.056973,745.238525,401.309174,-30.982319,645.696228,,,,342.874451,167.573990,690.387207,311.622833,150.668381,740.962769,355.179230,65.288071,715.235779,350.706299,243.201584,749.270203
630,0,292.266785,-51.383984,946.421570,365.747162,-91.825920,774.590820,358.434937,-24.552176,824.705078,382.240112,-33.232479,745.813538,401.729584,-30.850380,646.413818,,,,342.865448,166.906296,693.268677,311.679352,149.523026,743.720276,355.386932,64.490524,716.951355,350.601868,242.129715,752.586182
631,0,292.156158,-51.729084,946.714050,365.845215,-91.929642,774.950928,358.531342,-24.797955,825.199341,382.480255,-33.373592,746.405334,402.147461,-30.663338,647.155029,,,,342.856750,166.278915,696.177673,311.735901,148.414993,746.500732,355.592316,63.737751,718.688843,350.493561,241.092392,755.933716
632,0,292.040131,-52.074657,947.008789,365.941986,-92.001991,775.313416,358.621094,-25.025814,825.705872,382.715576,-33.480347,747.013916,402.562897,-30.421364,647.920227,,,,342.848541,165.691925,699.113220,311.792389,147.344696,749.303223,355.795258,63.029945,720.447571,350.381500,240.089920,759.311768
633,0,291.918701,-52.420662,947.305786,366.037445,-92.043007,775.678650,358.704163,-25.235811,826.224792,382.946075,-33.552822,747.639343,402.975677,-30.124670,648.709351,,,,342.840820,165.145508,702.074646,311.848999,146.312439,752.127014,355.995880,62.367290,722.227417,350.265930,239.122513,762.719421
634,0,291.791840,-52.767048,947.604980,366.131653,-92.052734,776.046448,358.780548,-25.427998,826.755920,383.171631,-33.591099,748.281677,403.385803,-29.773493,649.522583,,,,342.833710,164.639740,705.061035,311.905640,145.318619,754.971313,356.194183,61.749958,724.027954,350.147003,238.190445,766.155396
635,0,291.659637,-53.113785,947.906311,366.224640,-92.031273,776.417114,358.850342,-25.602436,827.299377,383.392273,-33.595287,748.940796,403.793152,-29.368103,650.360168,,,,342.827240,164.174774,708.071594,311.962555,144.363556,757.835388,356.390076,61.178112,725.848877,350.024963,237.293991,769.618896
636,0,291.522125,-53.460812,948.209656,366.316345,-91.978699,776.790771,358.913483,-25.759199,827.854980,383.607880,-33.565495,749.616821,404.197754,-28.908794,651.221985,,,,342.821472,163.750717,711.105469,312.019592,143.447586,760.718384,356.583618,60.651894,727.689880,349.900024,236.433395,773.108704
637,0,291.379303,-53.808071,948.514893,366.406830,-91.895096,777.167542,358.969971,-25.898369,828.422974,383.818512,-33.501869,750.309753,404.599426,-28.395899,652.108459,,,,342.816528,163.367706,714.161804,312.076874,142.571121,763.619690,356.774841,60.171452,729.550598,349.772339,235.608978,776.623901
638,0,291.231323,-54.155506,948.822083,366.496033,-91.780571,777.547607,359.019867,-26.020027,829.003174,384.024048,-33.404556,751.019714,404.998077,-27.829769,653.019470,,,,342.812439,163.025803,717.239929,312.134430,141.734512,766.538391,356.963593,59.736897,731.430786,349.641998,234.820999,780.163208
639,0,291.078217,-54.503052,949.130981,366.583954,-91.635254,777.930908,359.063171,-26.124271,829.595520,384.224487,-33.273724,751.746582,405.393616,-27.210796,653.955322,,,,342.809296,162.725128,720.338745,312.192169,140.938080,769.473755,357.149963,59.348347,733.330078,349.509338,234.069733,783.725708
640,0,290.919922,-54.850639,949.441528,366.670563,-91.459274,778.317871,359.099945,-26.211195,830.200134,384.419739,-33.109550,752.490601,405.785950,-26.539389,654.916138,,,,342.807007,162.465775,723.457642,312.250244,140.182175,772.424988,357.333832,59.005901,735.248169,349.374451,233.355484,787.310364
641,0,290.756683,-55.198189,949.753784,366.755829,-91.252762,778.708374,359.130219,-26.280905,830.816895,384.609741,-32.912243,753.251465,406.174896,-25.815996,655.902039,,,,342.805725,162.247864,726.595581,312.308563,139.467178,775.391541,357.515228,58.709644,737.184814,349.237457,232.678513,790.915894
642,0,290.588470,-55.545624,950.067444,366.839813,-91.015869,779.102783,359.153931,-26.333511,831.445801,384.794434,-32.682022,754.029541,406.560364,-25.041086,656.913086,,,,342.805420,162.071487,729.751831,312.367126,138.793442,778.372437,357.694061,58.459644,739.139709,349.098663,232.039185,794.541443
643,0,290.415314,-55.892849,950.382507,366.922394,-90.748756,779.501282,359.171143,-26.369133,832.086914,384.973816,-32.419109,754.824585,406.942200,-24.215164,657.949524,,,,342.806091,161.936691,732.925415,312.425873,138.161301,781.367004,357.870239,58.255959,741.112671,348.958099,231.437744,798.185730
644,0,290.237396,-56.239777,950.698975,367.003632,-90.451614,779.903809,359.181946,-26.387890,832.740051,385.147797,-32.123753,755.636719,407.320221,-23.338757,659.011353,,,,342.807861,161.843567,736.115601,312.484894,137.571121,784.374512,358.043793,58.098640,743.103210,348.816010,230.874496,801.847717
645,0,290.054779,-56.586308,951.016541,367.083405,-90.124596,780.310669,359.186249,-26.389912,833.405334,385.316315,-31.796217,756.465881,407.694366,-22.412424,660.098816,,,,342.810608,161.792236,739.321472,312.543976,137.023239,787.394287,358.214569,57.987709,745.111084,348.672455,230.349777,805.526245
646,0,289.867523,-56.932335,951.335205,367.161652,-89.767906,780.722107,359.184204,-26.375332,834.082458,385.479279,-31.436783,757.312195,408.064301,-21.436752,661.211975,,,,342.814362,161.782715,742.542175,312.603271,136.518021,790.425476,358.382507,57.923191,747.136108,348.527649,229.863846,809.220398
647,0,289.675720,-57.277752,951.654785,367.238434,-89.381744,781.138184,359.175751,-26.344288,834.771667,385.636597,-31.045734,758.175537,408.429993,-20.412352,662.350769,,,,342.819122,161.815094,745.776794,312.662537,136.055771,793.467468,358.547516,57.905083,749.177917,348.381683,229.417084,812.928772
648,0,289.479462,-57.622444,951.975281,367.313629,-88.966324,781.559021,359.160950,-26.296923,835.472778,385.788208,-30.623384,759.056030,408.791138,-19.339865,663.515503,,,,342.824890,161.889435,749.024597,312.721893,135.636856,796.519470,358.709473,57.933376,751.236389,348.234802,229.009750,816.650574
649,0,289.278900,-57.966286,952.296448,367.387177,-88.521881,781.984924,359.139862,-26.233385,836.185669,385.934082,-30.170052,759.953491,409.147552,-18.219959,664.706299,,,,342.831543,162.005814,752.284607,312.781128,135.261597,799.580811,358.868317,58.008038,753.311096,348.086975,228.642166,820.384521
650,0,289.074097,-58.309158,952.618225,367.459045,-88.048645,782.416016,359.112457,-26.153826,836.910339,386.074066,-29.686073,760.868042,409.499115,-17.053324,665.922974,,,,342.839172,162.164261,755.555969,312.840210,134.930313,802.650757,359.023926,58.129032,755.401794,347.938507,228.314682,824.129456
651,0,288.865173,-58.650925,952.940613,367.529144,-87.546844,782.852417,359.078857,-26.058403,837.646790,386.208099,-29.171795,761.799683,409.845490,-15.840677,667.165833,,,,342.847687,162.364807,758.837952,312.899139,134.643372,805.728577,359.176178,58.296303,757.508179,347.789337,228.027588,827.884338
652,0,288.652283,-58.991467,953.263367,367.597504,-87.016754,783.294250,359.038940,-25.947281,838.394775,386.336121,-28.627584,762.748291,410.186523,-14.582767,668.434753,,,,342.856934,162.607544,762.129517,312.957764,134.401062,808.813660,359.324921,58.509777,759.630005,347.639740,227.781204,831.648010
653,0,288.435486,-59.330624,953.586365,367.663879,-86.458633,783.741882,358.992889,-25.820621,839.154236,386.458008,-28.053816,763.713867,410.521942,-13.280359,669.729858,,,,342.867004,162.892487,765.429993,313.015991,134.203705,811.905273,359.470062,58.769379,761.767090,347.489716,227.575867,835.419373
654,0,288.214996,-59.668266,953.909424,367.728394,-85.872749,784.195435,358.940704,-25.678596,839.925171,386.573639,-27.450884,764.696350,410.851501,-11.934247,671.051208,,,,342.877777,163.219681,768.738342,313.073822,134.051575,815.002686,359.611450,59.074993,763.919067,347.339355,227.411896,839.197266
655,0,287.990845,-60.004246,954.232544,367.790802,-85.259399,784.654846,358.882324,-25.521379,840.707397,386.682983,-26.819189,765.695679,411.175018,-10.545246,672.398621,,,,342.889160,163.589096,772.053711,313.131012,133.945038,818.105164,359.748901,59.426517,766.085693,347.188873,227.289581,842.980713
656,0,287.763214,-60.338402,954.555481,367.851105,-84.618889,785.120544,358.817871,-25.349146,841.500854,386.785889,-26.159153,766.711914,411.492065,-9.114197,673.772461,,,,342.901093,164.000778,775.375427,313.187500,133.884293,821.212097,359.882294,59.823814,768.266541,347.038239,227.209290,846.768372
657,0,287.532227,-60.670589,954.878113,367.909210,-83.951500,785.592468,358.747406,-25.162077,842.305420,386.882263,-25.471203,767.744751,411.802490,-7.641955,675.172302,,,,342.913513,164.454742,778.702393,313.243225,133.869690,824.322815,360.011414,60.266739,770.461609,346.887573,227.171280,850.559265
658,0,287.298065,-61.000641,955.200378,367.965057,-83.257576,786.070984,358.670868,-24.960356,843.120850,386.972076,-24.755781,768.794312,412.106018,-6.129405,676.598389,,,,342.926300,164.950989,782.033936,313.298035,133.901474,827.436584,360.136200,60.755135,772.670532,346.737030,227.175903,854.352295
659,0,287.060822,-61.328396,955.522034,368.018524,-82.537445,786.556213,358.588318,-24.744167,843.947205,387.055084,-24.013346,769.860413,412.402313,-4.577447,678.050537,,,,342.939392,165.489487,785.368958,313.351837,133.979935,830.552673,360.256439,61.288815,774.892883,346.586517,227.223434,858.146301
660,0,286.820709,-61.653683,955.843079,368.069519,-81.791420,787.048157,358.499786,-24.513704,844.784180,387.131226,-23.244364,770.943054,412.691071,-2.987000,679.528687,,,,342.952759,166.070190,788.706909,313.404480,134.105270,833.670532,360.371918,61.867596,777.128418,346.436249,227.314224,861.940125
661,0,286.577820,-61.976337,956.163147,368.118011,-81.019882,787.546997,358.405365,-24.269159,845.631775,387.200378,-22.449312,772.041992,412.972046,-1.359003,681.032837,,,,342.966156,166.693115,792.046631,313.455780,134.277725,836.789429,360.482422,62.491264,779.376953,346.286224,227.448486,865.732788
662,0,286.332367,-62.296173,956.482361,368.163818,-80.223175,788.052979,358.304993,-24.010725,846.489685,387.262482,-21.628681,773.157104,413.244873,0.305587,682.562744,,,,342.979675,167.358215,795.387451,313.505676,134.497589,839.908569,360.587891,63.159592,781.638062,346.136475,227.626587,869.523132
663,0,286.084473,-62.613033,956.800354,368.206909,-79.401665,788.566101,358.198822,-23.738600,847.357727,387.317383,-20.782970,774.288391,413.509308,2.005800,684.118469,,,,342.993042,168.065445,798.728333,313.554016,134.764984,843.027466,360.688049,63.872353,783.911499,345.987152,227.848785,873.309998
664,0,285.834351,-62.926716,957.117004,368.247192,-78.555725,789.086670,358.086761,-23.452986,848.235962,387.364990,-19.912685,775.435669,413.764984,3.740647,685.699707,,,,343.006317,168.814682,802.068604,313.600647,135.080170,846.145325,360.782715,64.629280,786.197083,345.838165,228.115326,877.092285
665,0,285.582031,-63.237057,957.432251,368.284485,-77.685753,789.614624,357.968964,-23.154085,849.123962,387.405090,-19.018354,776.598877,414.011597,5.509125,687.306335,,,,343.019257,169.605942,805.407288,313.645416,135.443314,849.261475,360.871674,65.430099,788.494202,345.689606,228.426498,880.869019
666,0,285.327820,-63.543858,957.745972,368.318787,-76.792130,790.150146,357.845367,-22.842104,850.021667,387.437714,-18.100498,777.777588,414.248779,7.310218,688.938171,,,,343.031799,170.439072,808.743530,313.688202,135.854584,852.375183,360.954742,66.274521,790.802856,345.541473,228.782532,884.639099
