Trajectories
200
,,m10:RSHO,,,m10:RUPA,,,m10:RUPB,,,m10:RUPC,,,m10:RELB,,,m10:RMEP,,,m10:RWRA,,,m10:RWRB,,,m10:RFRA,,,m10:RFIN,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
21,0,303.121399,-44.894688,923.479675,356.191223,60.718132,807.869934,338.825836,54.878792,882.091614,345.733063,120.335075,849.179260,345.503326,206.828552,810.462463,,,,349.206146,432.811707,794.481262,305.812561,430.507721,836.028503,311.853546,328.773773,848.891296,341.914246,519.877869,848.593323
22,0,303.125183,-44.877586,923.473511,356.212646,60.681103,807.734741,338.865204,54.898575,881.976685,345.804474,120.341599,849.000854,345.603760,206.825531,810.197083,,,,349.238678,432.815765,794.080566,305.885956,430.518829,835.658630,311.967072,328.793793,848.567749,341.982269,519.890381,848.152283
23,0,303.129120,-44.859932,923.467163,356.234833,60.641941,807.594116,338.905487,54.918285,881.857300,345.877716,120.347008,848.815674,345.706909,206.820160,809.921326,,,,349.271301,432.817352,793.664734,305.960327,430.527740,835.274231,312.083099,328.812317,848.231628,342.050812,519.900635,847.695190
24,0,303.133118,-44.841709,923.460449,356.257751,60.600563,807.447876,338.946655,54.937897,881.733337,345.952698,120.351234,848.623413,345.812714,206.812286,809.635010,,,,349.303894,432.816254,793.233643,306.035583,430.534271,834.875061,312.201538,328.829163,847.882751,342.119781,519.908630,847.221802
25,0,303.137299,-44.822922,923.453369,356.281525,60.556877,807.295959,338.988678,54.957371,881.604919,346.029419,120.354195,848.424072,345.921204,206.801788,809.337769,,,,349.336548,432.812378,792.786926,306.111633,430.538239,834.460938,312.322449,328.844238,847.520935,342.189148,519.914001,846.731812
26,0,303.141632,-44.803555,923.446045,356.306061,60.510780,807.138367,339.031708,54.976662,881.471680,346.108032,120.355804,848.217407,346.032440,206.788513,809.029724,,,,349.369110,432.805603,792.324219,306.188538,430.539520,834.031433,312.445801,328.857422,847.145996,342.258820,519.916809,846.225098
27,0,303.146057,-44.783615,923.438416,356.331421,60.462177,806.975037,339.075592,54.995735,881.333740,346.188385,120.355980,848.003418,346.146332,206.772263,808.710449,,,,349.401550,432.795654,791.845520,306.266113,430.537933,833.586426,312.571564,328.868500,846.757568,342.328705,519.916748,845.701233
28,0,303.150696,-44.763088,923.430420,356.357605,60.410957,806.805969,339.120422,55.014534,881.190979,346.270599,120.354614,847.781799,346.263000,206.752975,808.379700,,,,349.433899,432.782410,791.350342,306.344360,430.533356,833.125793,312.699707,328.877380,846.355530,342.398804,519.913696,845.160034
29,0,303.155457,-44.741970,923.422119,356.384674,60.357014,806.630981,339.166168,55.033031,881.043152,346.354584,120.351616,847.552490,346.382385,206.730392,808.037476,,,,349.466003,432.765656,790.838623,306.423309,430.525543,832.648987,312.830231,328.883911,845.939697,342.468994,519.907410,844.601257
30,0,303.160370,-44.720253,923.413452,356.412598,60.300243,806.450134,339.212799,55.051159,880.890320,346.440369,120.346878,847.315308,346.504486,206.704422,807.683350,,,,349.497833,432.745300,790.309937,306.502716,430.514374,832.155945,312.963196,328.887970,845.509766,342.539246,519.897827,844.024780
31,0,303.165497,-44.697948,923.404419,356.441376,60.240517,806.263184,339.260406,55.068874,880.732300,346.527985,120.340324,847.070068,346.629303,206.674835,807.317200,,,,349.529358,432.721100,789.764160,306.582733,430.499603,831.646301,313.098419,328.889313,845.065491,342.609528,519.884583,843.430237
32,0,303.170807,-44.675037,923.394958,356.471130,60.177734,806.070374,339.308929,55.086121,880.569092,346.617462,120.331818,846.816833,346.756836,206.641479,806.938843,,,,349.560486,432.692841,789.200928,306.663086,430.481140,831.119995,313.236023,328.887787,844.606750,342.679718,519.867615,842.817444
33,0,303.176239,-44.651524,923.385254,356.501770,60.111771,805.871460,339.358368,55.102840,880.400391,346.708679,120.321251,846.555176,346.887146,206.604156,806.547913,,,,349.591217,432.660400,788.620056,306.743896,430.458710,830.576721,313.375916,328.883270,844.133179,342.749725,519.846619,842.186096
34,0,303.181946,-44.627403,923.375061,356.533356,60.042515,805.666565,339.408722,55.118973,880.226379,346.801788,120.308510,846.285034,347.020142,206.562698,806.144470,,,,349.621460,432.623474,788.021301,306.824982,430.432068,830.016052,313.518097,328.875549,843.644775,342.819550,519.821472,841.536133
35,0,303.187836,-44.602673,923.364441,356.565857,59.969830,805.455444,339.460052,55.134460,880.046814,346.896606,120.293472,846.006470,347.155884,206.516876,805.728088,,,,349.651154,432.581909,787.404541,306.906311,430.401123,829.438110,313.662567,328.864410,843.141235,342.889008,519.791931,840.867249
36,0,303.194000,-44.577343,923.353516,356.599365,59.893608,805.238098,339.512329,55.149235,879.861511,346.993317,120.276024,845.719055,347.294342,206.466492,805.298645,,,,349.680267,432.535431,786.769409,306.987885,430.365540,828.842468,313.809174,328.849670,842.622314,342.958191,519.757629,840.179321
37,0,303.200348,-44.551399,923.342163,356.633789,59.813713,805.014526,339.565521,55.163231,879.670471,347.091827,120.256035,845.422668,347.435486,206.411377,804.855896,,,,349.708710,432.483917,786.115723,307.069550,430.325165,828.228943,313.958038,328.831177,842.087891,343.026917,519.718506,839.471985
38,0,303.206909,-44.524853,923.330322,356.669189,59.730022,804.784851,339.619629,55.176373,879.473755,347.192139,120.233353,845.117371,347.579315,206.351273,804.399536,,,,349.736389,432.427063,785.443176,307.151245,430.279724,827.597290,314.109131,328.808624,841.537659,343.095154,519.674377,838.745361
39,0,303.213776,-44.497696,923.318115,356.705566,59.642399,804.548767,339.674774,55.188599,879.270935,347.294220,120.207855,844.802917,347.725800,206.285950,803.929626,,,,349.763367,432.364655,784.751831,307.232941,430.229034,826.947388,314.262299,328.781860,840.971497,343.162811,519.624756,837.998962
40,0,303.220886,-44.469936,923.305420,356.742950,59.550713,804.306335,339.730804,55.199829,879.062195,347.398132,120.179382,844.479004,347.875000,206.215225,803.445679,,,,349.789398,432.296417,784.041138,307.314606,430.172791,826.278992,314.417664,328.750641,840.389160,343.229797,519.569519,837.232849
41,0,303.228333,-44.441582,923.292297,356.781311,59.454834,804.057495,339.787811,55.209984,878.847168,347.503815,120.147820,844.145691,348.026825,206.138824,802.947632,,,,349.814575,432.222198,783.311218,307.396088,430.110809,825.591980,314.575043,328.714691,839.790527,343.296173,519.508423,836.446777
42,0,303.236023,-44.412632,923.278687,356.820679,59.354603,803.802246,339.845734,55.218979,878.626099,347.611267,120.112984,843.802734,348.181274,206.056488,802.435303,,,,349.838745,432.141632,782.561646,307.477295,430.042786,824.886169,314.734589,328.673798,839.175354,343.361694,519.441162,835.640564
43,0,303.244019,-44.383087,923.264648,356.860962,59.249886,803.540466,339.904663,55.226738,878.398682,347.720520,120.074730,843.450073,348.338379,205.968018,801.908386,,,,349.861877,432.054504,781.792480,307.558289,429.968445,824.161316,314.896149,328.627777,838.543396,343.426422,519.367493,834.814087
44,0,303.252380,-44.352955,923.250061,356.902313,59.140518,803.272156,339.964569,55.233177,878.164795,347.831543,120.032898,843.087463,348.498077,205.873138,801.366699,,,,349.883881,431.960571,781.003296,307.638916,429.887543,823.417358,315.059723,328.576233,837.894592,343.490234,519.287109,833.967224
45,0,303.261017,-44.322250,923.235168,356.944611,59.026352,802.997192,340.025391,55.238197,877.924438,347.944336,119.987312,842.714722,348.660309,205.771561,800.810059,,,,349.904785,431.859589,780.193970,307.719116,429.799774,822.653992,315.225311,328.518982,837.228699,343.553131,519.199646,833.099792
46,0,303.270020,-44.290977,923.219604,356.987885,58.907234,802.715454,340.087219,55.241718,877.677551,348.058929,119.937790,842.331848,348.825195,205.663040,800.238220,,,,349.924347,431.751221,779.364502,307.798798,429.704865,821.871338,315.392853,328.455750,836.545593,343.614929,519.104980,832.211792
47,0,303.279327,-44.259144,923.203735,357.032135,58.782990,802.427124,340.149963,55.243629,877.423950,348.175262,119.884186,841.938538,348.992554,205.547287,799.651001,,,,349.942688,431.635132,778.514709,307.877960,429.602570,821.069031,315.562347,328.386230,835.845032,343.675690,519.002625,831.302979
48,0,303.289093,-44.226757,923.187317,357.077393,58.653461,802.131958,340.213715,55.243843,877.163513,348.293365,119.826294,841.534851,349.162445,205.423996,799.048218,,,,349.959625,431.511200,777.644348,307.956421,429.492493,820.247070,315.733765,328.310089,835.126953,343.735321,518.892273,830.373413
49,0,303.299194,-44.193832,923.170349,357.123596,58.518478,801.829834,340.278442,55.242249,876.896240,348.413208,119.763924,841.120422,349.334900,205.292892,798.429810,,,,349.975098,431.378967,776.753235,308.034241,429.374420,819.405273,315.907104,328.227112,834.391052,343.793701,518.773743,829.422852
50,0,303.309692,-44.160385,923.152954,357.170746,58.377857,801.520752,340.344177,55.238743,876.622131,348.534729,119.696892,840.695251,349.509766,205.153702,797.795349,,,,349.989075,431.238190,775.841492,308.111267,429.248016,818.543579,316.082306,328.136902,833.637207,343.850830,518.646545,828.451294
51,0,303.320557,-44.126419,923.135010,357.218842,58.231430,801.204712,340.410919,55.233219,876.340942,348.658051,119.624992,840.259277,349.687134,205.006042,797.144714,,,,350.001526,431.088593,774.908813,308.187500,429.112915,817.661804,316.259338,328.039185,832.865417,343.906647,518.510315,827.458618
52,0,303.331909,-44.091953,923.116577,357.267853,58.079002,800.881714,340.478607,55.225559,876.052673,348.783112,119.548027,839.812073,349.866882,204.849670,796.477722,,,,350.012299,430.929840,773.955139,308.262756,428.968750,816.760071,316.438232,327.933624,832.075378,343.961090,518.364929,826.444763
53,0,303.343689,-44.057014,923.097595,357.317871,57.920383,800.551453,340.547302,55.215652,875.757141,348.909851,119.465790,839.353882,350.049011,204.684235,795.794312,,,,350.021423,430.761536,772.980469,308.337097,428.815338,815.838013,316.618896,327.819946,831.267029,344.014069,518.209839,825.409729
54,0,303.355865,-44.021610,923.078247,357.368774,57.755386,800.214294,340.617004,55.203365,875.454407,349.038330,119.378052,838.884277,350.233551,204.509399,795.094055,,,,350.028717,430.583435,771.984558,308.410339,428.652161,814.895874,316.801331,327.697662,830.440186,344.065643,518.044739,824.353455
55,0,303.368500,-43.985764,923.058350,357.420593,57.583801,799.869812,340.687714,55.188583,875.144287,349.168579,119.284615,838.403320,350.420441,204.324814,794.377014,,,,350.034271,430.395203,770.967468,308.482513,428.479004,813.933350,316.985565,327.566559,829.594788,344.115631,517.869202,823.275818
56,0,303.381622,-43.949493,923.037903,357.473358,57.405422,799.518250,340.759460,55.171181,874.826843,349.300446,119.185234,837.910828,350.609650,204.130157,793.642944,,,,350.037903,430.196472,769.929138,308.553528,428.295441,812.950623,317.171509,327.426208,828.730591,344.164062,517.682922,822.176941
57,0,303.395233,-43.912823,923.017029,357.526978,57.220058,799.159424,340.832245,55.151012,874.501831,349.434021,119.079697,837.406616,350.801147,203.925049,792.891541,,,,350.039551,429.986877,768.869324,308.623322,428.101105,811.947388,317.359192,327.276245,827.847656,344.210938,517.485352,821.056641
58,0,303.409332,-43.875778,922.995544,357.581543,57.027485,798.793396,340.906036,55.127953,874.169250,349.569275,118.967758,836.890686,350.994873,203.709106,792.122864,,,,350.039215,429.766022,767.788147,308.691803,427.895569,810.923828,317.548523,327.116272,826.945740,344.256165,517.276428,819.915100
59,0,303.423950,-43.838387,922.973755,357.637024,56.827484,798.420044,340.980896,55.101852,873.828979,349.706207,118.849182,836.362915,351.190857,203.482025,791.336548,,,,350.036804,429.533661,766.685608,308.758881,427.678589,809.879761,317.739502,326.945953,826.024780,344.299713,517.055420,818.752258
60,0,303.439056,-43.800671,922.951416,357.693359,56.619858,798.039490,341.056763,55.072571,873.481079,349.844788,118.723717,835.823059,351.389008,203.243393,790.532593,,,,350.032196,429.289337,765.561584,308.824585,427.449646,808.815369,317.932159,326.764893,825.084656,344.341553,516.821960,817.567993
61,0,303.454651,-43.762657,922.928589,357.750549,56.404369,797.651672,341.133759,55.039967,873.125427,349.984985,118.591133,835.271179,351.589386,202.992798,789.710632,,,,350.025452,429.032684,764.415955,308.888885,427.208374,807.730469,318.126404,326.572601,824.125305,344.381653,516.575745,816.362488
62,0,303.470795,-43.724384,922.905334,357.808624,56.180813,797.256470,341.211761,55.003883,872.761902,350.126801,118.451149,834.707092,351.791840,202.729858,788.870789,,,,350.016418,428.763306,763.248962,308.951599,426.954376,806.625244,318.322235,326.368713,823.146729,344.420044,516.316284,815.135803
63,0,303.487488,-43.685871,922.881653,357.867523,55.948944,796.853943,341.290924,54.964165,872.390503,350.270264,118.303520,834.130615,351.996399,202.454224,788.012878,,,,350.005096,428.480835,762.060486,309.012726,426.687256,805.499512,318.519684,326.152893,822.148682,344.456665,516.043274,813.887756
64,0,303.504669,-43.647160,922.857483,357.927277,55.708549,796.444214,341.371124,54.920662,872.011108,350.415344,118.147987,833.541992,352.203003,202.165405,787.136536,,,,349.991394,428.184875,760.850464,309.072296,426.406586,804.353333,318.718597,325.924591,821.131226,344.491547,515.755981,812.618713
65,0,303.522461,-43.608273,922.832886,357.987854,55.459389,796.027161,341.452423,54.873199,871.623840,350.562012,117.984268,832.940735,352.411621,201.863052,786.241943,,,,349.975220,427.874969,759.619080,309.130127,426.111969,803.186951,318.919128,325.683441,820.094299,344.524628,515.454163,811.328613
66,0,303.540833,-43.569260,922.807983,358.049225,55.201237,795.602783,341.534790,54.821609,871.228455,350.710205,117.812096,832.327148,352.622314,201.546707,785.328674,,,,349.956696,427.550781,758.366211,309.186279,425.802887,802.000183,319.121124,325.428986,819.037720,344.555908,515.137451,810.017395
67,0,303.559723,-43.530136,922.782654,358.111389,54.933849,795.171204,341.618286,54.765739,870.825012,350.859985,117.631187,831.700928,352.834869,201.215973,784.396973,,,,349.935577,427.211884,757.092041,309.240662,425.479004,800.793091,319.324585,325.160767,817.961609,344.585419,514.805115,808.685425
68,0,303.579193,-43.490959,922.756958,358.174347,54.656994,794.732300,341.702942,54.705399,870.413452,351.011322,117.441284,831.062012,353.049408,200.870377,783.446411,,,,349.911987,426.857819,755.796631,309.293304,425.139771,799.565979,319.529510,324.878357,816.865906,344.613129,514.456909,807.332581
69,0,303.599243,-43.451748,922.730835,358.238068,54.370434,794.286133,341.788666,54.640419,869.993774,351.164154,117.242058,830.410400,353.265747,200.509521,782.477112,,,,349.885773,426.488190,754.479858,309.344086,424.784851,798.318542,319.735840,324.581299,815.750671,344.639099,514.092346,805.959106
70,0,303.619904,-43.412556,922.704590,358.302582,54.073914,793.832703,341.875549,54.570618,869.565857,351.318542,117.033272,829.746216,353.483978,200.132935,781.488953,,,,349.856964,426.102539,753.142090,309.392975,424.413696,797.051208,319.943573,324.269073,814.615662,344.663269,513.710876,804.565002
71,0,303.641113,-43.373413,922.677856,358.367828,53.767200,793.372192,341.963623,54.495819,869.129700,351.474365,116.814590,829.069153,353.703979,199.740173,780.481873,,,,349.825562,425.700470,751.783325,309.440002,424.025909,795.763916,320.152740,323.941284,813.461060,344.685669,513.312012,803.150513
72,0,303.662933,-43.334370,922.651001,358.433807,53.450027,792.904602,342.052795,54.415825,868.685425,351.631714,116.585739,828.379272,353.925720,199.330780,779.455750,,,,349.791504,425.281494,750.403564,309.485107,423.621063,794.456787,320.363190,323.597443,812.286865,344.706390,512.895264,801.715820
73,0,303.685303,-43.295456,922.623901,358.500519,53.122147,792.430054,342.143127,54.330456,868.232849,351.790466,116.346420,827.676575,354.149170,198.904312,778.410583,,,,349.754791,424.845184,749.003174,309.528259,423.198578,793.129883,320.575043,323.237000,811.092957,344.725372,512.460266,800.261047
74,0,303.708313,-43.256721,922.596436,358.567932,52.783295,791.948425,342.234650,54.239517,867.772034,351.950623,116.096329,826.961182,354.374268,198.460281,777.346313,,,,349.715424,424.391083,747.582092,309.569489,422.758057,791.783447,320.788147,322.859558,809.879639,344.742645,512.006470,798.786255
75,0,303.731934,-43.218216,922.568970,358.636017,52.433216,791.460022,342.327301,54.142818,867.302917,352.112183,115.835167,826.232849,354.600922,197.998245,776.263000,,,,349.673370,423.918793,746.140564,309.608673,422.299042,790.417480,321.002472,322.464600,808.646851,344.758270,511.533325,797.291931
76,0,303.756073,-43.179985,922.541260,358.704865,52.071636,790.964905,342.421112,54.040157,866.825562,352.275085,115.562607,825.491638,354.829193,197.517715,775.160461,,,,349.628662,423.427765,744.678650,309.645905,421.820984,789.032410,321.218079,322.051575,807.394531,344.772339,511.040375,795.777893
77,0,303.780823,-43.142071,922.513428,358.774292,51.698296,790.463013,342.516113,53.931339,866.339966,352.439301,115.278381,824.737732,355.058868,197.018219,774.038940,,,,349.581238,422.917603,743.196777,309.681091,421.323547,787.628113,321.434845,321.620117,806.122925,344.784760,510.527191,794.244629
78,0,303.806183,-43.104519,922.485474,358.844391,51.312935,789.954651,342.612335,53.816174,865.846191,352.604858,114.982132,823.970886,355.290070,196.499313,772.898438,,,,349.531219,422.387817,741.695068,309.714233,420.806122,786.204956,321.652832,321.169647,804.831970,344.795746,509.993195,792.692383
79,0,303.832123,-43.067379,922.457520,358.915161,50.915283,789.439819,342.709656,53.694450,865.344238,352.771637,114.673592,823.191467,355.522644,195.960495,771.738770,,,,349.478607,421.837982,740.173645,309.745331,420.268250,784.763062,321.871887,320.699646,803.521912,344.805176,509.437988,791.121216
80,0,303.858612,-43.030704,922.429443,358.986481,50.505074,788.918640,342.808228,53.565971,864.834045,352.939697,114.352402,822.399170,355.756531,195.401276,770.560059,,,,349.423340,421.267578,738.632812,309.774445,419.709503,783.302673,322.092041,320.209686,802.192932,344.813263,508.860931,789.531555
81,0,303.885681,-42.994545,922.401428,359.058411,50.082039,788.391174,342.907898,53.430538,864.315796,353.108917,114.018280,821.594238,355.991699,194.821228,769.362549,,,,349.365540,420.676178,737.072815,309.801514,419.129364,781.823914,322.313293,319.699158,800.844971,344.819977,508.261688,787.923584
82,0,303.913300,-42.958946,922.373413,359.130890,49.645924,787.857605,343.008789,53.287945,863.789490,353.279297,113.670876,820.776611,356.228088,194.219833,768.146179,,,,349.305145,420.063293,735.494080,309.826538,418.527405,780.327332,322.535583,319.167694,799.478271,344.825378,507.639587,786.297607
83,0,303.941437,-42.923962,922.345398,359.203888,49.196461,787.318115,343.110840,53.138000,863.255005,353.450775,113.309914,819.946594,356.465637,193.596619,766.911011,,,,349.242310,419.428497,733.896667,309.849518,417.903076,778.812866,322.758820,318.614716,798.093079,344.829620,506.994293,784.653992
84,0,303.970123,-42.889641,922.317566,359.277405,48.733395,786.772705,343.214020,52.980492,862.712769,353.623322,112.935043,819.103943,356.704254,192.951111,765.657288,,,,349.177002,418.771301,732.281067,309.870544,417.255981,777.281067,322.983063,318.039734,796.689514,344.832703,506.325256,782.993042
85,0,303.999359,-42.856037,922.289795,359.351379,48.256470,786.221680,343.318359,52.815216,862.162476,353.796967,112.545952,818.248962,356.943939,192.282867,764.385071,,,,349.109283,418.091248,730.647644,309.889526,416.585571,775.732056,323.208221,317.442261,795.267761,344.834747,505.631927,781.315002
86,0,304.029144,-42.823204,922.262207,359.425812,47.765438,785.665100,343.423859,52.641983,861.604370,353.971527,112.142334,817.381653,357.184601,191.591400,763.094543,,,,349.039215,417.387909,728.996643,309.906494,415.891449,774.166199,323.434265,316.821808,793.828064,344.835785,504.913971,779.620422
87,0,304.059357,-42.791187,922.234863,359.500641,47.260044,785.103088,343.530518,52.460590,861.038635,354.147064,111.723869,816.502258,357.426178,190.876236,761.785767,,,,348.966888,416.660797,727.328491,309.921509,415.173096,772.583984,323.661133,316.177887,792.370667,344.835999,504.170776,777.909607
88,0,304.090149,-42.760044,922.207703,359.575897,46.740055,784.535950,343.638306,52.270832,860.465210,354.323578,111.290245,815.610779,357.668610,190.136917,760.458984,,,,348.892365,415.909454,725.643555,309.934540,414.430054,770.985474,323.888824,315.509979,790.895935,344.835388,503.401947,776.182800
89,0,304.121368,-42.729832,922.180847,359.651459,46.205227,783.963684,343.747192,52.072521,859.884277,354.500885,110.841148,814.707397,357.911804,189.373016,759.114502,,,,348.815674,415.133545,723.942444,309.945648,413.661896,769.371460,324.117310,314.817566,789.404053,344.834076,502.606934,774.440796
90,0,304.153076,-42.700596,922.154297,359.727325,45.655331,783.386658,343.857239,51.865448,859.295959,354.679108,110.376266,813.792175,358.155762,188.584045,757.752441,,,,348.736908,414.332520,722.225403,309.954834,412.868134,767.742004,324.346527,314.100281,787.895325,344.832214,501.785400,772.683655
91,0,304.185303,-42.672394,922.128052,359.803467,45.090141,782.804932,343.968353,51.649426,858.700195,354.858032,109.895309,812.865356,358.400360,187.769562,756.373047,,,,348.656219,413.505981,720.493103,309.962128,412.048401,766.097595,324.576416,313.357544,786.370117,344.829834,500.936798,770.912109
92,0,304.217896,-42.645279,922.102295,359.879822,44.509445,782.218750,344.080627,51.424252,858.097351,355.037781,109.397972,811.927124,358.645599,186.929153,754.976562,,,,348.573578,412.653503,718.745850,309.967590,411.202148,764.438843,324.806946,312.588867,784.828735,344.827026,500.060730,769.126526
93,0,304.250946,-42.619305,922.076904,359.956360,43.913006,781.628296,344.193970,51.189743,857.487488,355.218201,108.883949,810.977722,358.891357,186.062347,753.563416,,,,348.489136,411.774658,716.984253,309.971191,410.329041,762.766174,325.038147,311.793884,783.271606,344.823914,499.156769,767.327576
94,0,304.284424,-42.594521,922.052002,360.033020,43.300625,781.033997,344.308380,50.945702,856.870789,355.399292,108.352943,810.017151,359.137665,185.168762,752.133667,,,,348.402954,410.869080,715.208862,309.972992,409.428589,761.080017,325.269836,310.972076,781.699036,344.820679,498.224396,765.515564
