Trajectories
200
,,m10:RSHO,,,m10:RUPA,,,m10:RUPB,,,m10:RUPC,,,m10:RELB,,,m10:RMEP,,,m10:RWRA,,,m10:RWRB,,,m10:RFRA,,,m10:RFIN,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
10,0,285.635620,-37.580921,935.240540,342.257416,65.850166,817.751038,321.586334,62.493095,891.288086,330.070923,126.059784,855.126526,331.657867,210.815659,813.136536,,,,321.843018,436.466125,793.850830,276.006958,433.411530,832.593445,288.743164,331.763916,848.036133,314.431244,521.899902,846.959839
11,0,285.642426,-37.594555,935.230286,342.259277,65.839775,817.750183,321.593140,62.479679,891.281677,330.075226,126.047836,855.123535,331.660065,210.802094,813.136047,,,,321.857300,436.453369,793.853333,276.024261,433.403625,832.602234,288.755951,331.750397,848.038208,314.459106,521.885315,846.959595
12,0,285.649292,-37.608562,935.220032,342.261261,65.829277,817.749573,321.599976,62.465931,891.275391,330.079590,126.035660,855.120972,331.662048,210.788437,813.136475,,,,321.871765,436.440613,793.857361,276.041626,433.395599,832.612732,288.768860,331.736633,848.041382,314.487305,521.870483,846.960938
13,0,285.656372,-37.622963,935.209717,342.263275,65.818687,817.749207,321.606934,62.451866,891.269531,330.083893,126.023293,855.118896,331.663910,210.774704,813.137695,,,,321.886322,436.427856,793.862671,276.059174,433.387451,832.625000,288.781860,331.722717,848.045715,314.515778,521.855469,846.964050
14,0,285.663544,-37.637737,935.199341,342.265442,65.808029,817.749207,321.613983,62.437477,891.263916,330.088226,126.010719,855.117249,331.665558,210.760910,813.140015,,,,321.901031,436.415100,793.869507,276.076782,433.379303,832.638977,288.794922,331.708618,848.051208,314.544464,521.840088,846.968933
15,0,285.670898,-37.652889,935.189026,342.267639,65.797287,817.749451,321.621155,62.422775,891.258667,330.092590,125.997963,855.116272,331.666992,210.747055,813.143372,,,,321.915802,436.402466,793.877869,276.094513,433.371063,832.654785,288.808105,331.694336,848.057922,314.573395,521.824524,846.975830
16,0,285.678375,-37.668423,935.178711,342.269897,65.786491,817.750122,321.628326,62.407753,891.253723,330.096863,125.984993,855.115845,331.668243,210.733139,813.147705,,,,321.930664,436.389862,793.887817,276.112274,433.362762,832.672485,288.821381,331.679901,848.065918,314.602539,521.808716,846.984558
17,0,285.686005,-37.684322,935.168396,342.272217,65.775642,817.750977,321.635590,62.392433,891.249146,330.101166,125.971855,855.115906,331.669373,210.719208,813.153137,,,,321.945618,436.377350,793.899414,276.130127,433.354401,832.692017,288.834656,331.665405,848.075195,314.631836,521.792664,846.995361
18,0,285.693756,-37.700592,935.158142,342.274658,65.764748,817.752380,321.642975,62.376808,891.244934,330.105438,125.958565,855.116577,331.670258,210.705276,813.159790,,,,321.960602,436.364960,793.912720,276.148041,433.346069,832.713684,288.848053,331.650726,848.085999,314.661285,521.776367,847.008240
19,0,285.701630,-37.717232,935.147949,342.277161,65.753838,817.754089,321.650421,62.360886,891.241211,330.109650,125.945091,855.117920,331.670898,210.691360,813.167480,,,,321.975586,436.352661,793.927795,276.165985,433.337616,832.737305,288.861389,331.635986,848.098083,314.690887,521.759888,847.023315
20,0,285.709686,-37.734222,935.137756,342.279755,65.742912,817.756042,321.657898,62.344677,891.237915,330.113922,125.931473,855.119873,331.671417,210.677444,813.176453,,,,321.990631,436.340546,793.944702,276.183960,433.329224,832.763062,288.874817,331.621155,848.111816,314.720612,521.743164,847.040710
21,0,285.717773,-37.751568,935.127686,342.282410,65.731979,817.758484,321.665466,62.328186,891.234985,330.118103,125.917702,855.122559,331.671722,210.663574,813.186646,,,,322.005646,436.328552,793.963562,276.201996,433.320801,832.790955,288.888184,331.606201,848.126953,314.750336,521.726318,847.060303
22,0,285.726074,-37.769257,935.117676,342.285187,65.721054,817.761292,321.673096,62.311420,891.232605,330.122253,125.903801,855.125916,331.671814,210.649750,813.198059,,,,322.020691,436.316803,793.984253,276.220001,433.312317,832.821045,288.901611,331.591248,848.143677,314.780182,521.709290,847.082458
23,0,285.734436,-37.787281,935.107788,342.288025,65.710167,817.764587,321.680756,62.294399,891.230652,330.126373,125.889763,855.129883,331.671753,210.635986,813.210815,,,,322.035675,436.305176,794.007019,276.237976,433.303925,832.853394,288.914948,331.576263,848.162109,314.809998,521.692017,847.107056
24,0,285.742950,-37.805637,935.097961,342.290894,65.699303,817.768127,321.688507,62.277119,891.229126,330.130493,125.875633,855.134705,331.671478,210.622330,813.224915,,,,322.050568,436.293793,794.031799,276.255920,433.295532,832.888000,288.928314,331.561218,848.182129,314.839874,521.674683,847.134094
25,0,285.751556,-37.824306,935.088257,342.293915,65.688492,817.772217,321.696289,62.259590,891.228271,330.134552,125.861389,855.140320,331.671021,210.608765,813.240356,,,,322.065430,436.282593,794.058594,276.273895,433.287170,832.924927,288.941559,331.546143,848.203979,314.869659,521.657227,847.163879
26,0,285.760223,-37.843288,935.078796,342.297028,65.677742,817.776611,321.704132,62.241833,891.227905,330.138550,125.847054,855.146667,331.670441,210.595306,813.257141,,,,322.080231,436.271667,794.087708,276.291809,433.278870,832.964111,288.954834,331.531097,848.227478,314.899475,521.639648,847.196228
27,0,285.769043,-37.862560,935.069397,342.300171,65.667061,817.781494,321.712006,62.223850,891.228027,330.142517,125.832634,855.153809,331.669617,210.582016,813.275452,,,,322.094910,436.260956,794.118896,276.309692,433.270630,833.005798,288.967957,331.516083,848.252808,314.929169,521.622070,847.231323
28,0,285.777924,-37.882122,935.060059,342.303467,65.656479,817.786865,321.719940,62.205662,891.228760,330.146454,125.818146,855.161743,331.668671,210.568863,813.295105,,,,322.109497,436.250549,794.152283,276.327515,433.262421,833.049805,288.981018,331.501129,848.280090,314.958771,521.604309,847.269165
29,0,285.786926,-37.901958,935.051086,342.306824,65.645996,817.792603,321.727936,62.187275,891.230103,330.150360,125.803604,855.170471,331.667633,210.555862,813.316284,,,,322.123932,436.240417,794.187988,276.345276,433.254333,833.096313,288.994049,331.486176,848.309082,314.988281,521.586548,847.309814
30,0,285.796051,-37.922058,935.042114,342.310242,65.635628,817.798706,321.735962,62.168701,891.231934,330.154205,125.789032,855.180115,331.666382,210.543060,813.338928,,,,322.138245,436.230530,794.225952,276.363007,433.246307,833.145325,289.006927,331.471222,848.340149,315.017639,521.568726,847.353455
31,0,285.805237,-37.942402,935.033508,342.313782,65.625397,817.805420,321.743958,62.149967,891.234497,330.158020,125.774414,855.190613,331.665039,210.530472,813.363098,,,,322.152435,436.221039,794.266235,276.380646,433.238403,833.196777,289.019714,331.456390,848.373108,315.046875,521.550903,847.399963
32,0,285.814453,-37.962986,935.024902,342.317474,65.615303,817.812500,321.752075,62.131073,891.237732,330.161804,125.759796,855.202087,331.663513,210.518127,813.388794,,,,322.166534,436.211823,794.308899,276.398224,433.230652,833.250732,289.032379,331.441681,848.407959,315.075958,521.533081,847.449341
33,0,285.823761,-37.983788,935.016663,342.321228,65.605370,817.820068,321.760162,62.112038,891.241516,330.165527,125.745163,855.214417,331.661926,210.505997,813.416016,,,,322.180359,436.202942,794.353821,276.415710,433.223022,833.307251,289.044952,331.427002,848.444946,315.104828,521.515259,847.501831
34,0,285.833191,-38.004795,935.008606,342.325104,65.595612,817.828064,321.768280,62.092873,891.245972,330.169220,125.730545,855.227661,331.660278,210.494110,813.444763,,,,322.194092,436.194397,794.401306,276.433105,433.215515,833.366333,289.057373,331.412445,848.483948,315.133575,521.497559,847.557312
35,0,285.842590,-38.025997,935.000793,342.329071,65.586029,817.836548,321.776428,62.073608,891.251099,330.172852,125.715958,855.241760,331.658478,210.482544,813.475159,,,,322.207672,436.186218,794.451172,276.450439,433.208191,833.427917,289.069702,331.398010,848.524841,315.162048,521.479858,847.615845
36,0,285.852142,-38.047382,934.993164,342.333160,65.576653,817.845459,321.784576,62.054241,891.256897,330.176483,125.701401,855.256836,331.656677,210.471222,813.507141,,,,322.221008,436.178436,794.503418,276.467651,433.201050,833.492126,289.081940,331.383636,848.567993,315.190338,521.462280,847.677490
37,0,285.861633,-38.068920,934.985840,342.337433,65.567482,817.854858,321.792755,62.034805,891.263428,330.180054,125.686897,855.273010,331.654785,210.460251,813.540710,,,,322.234222,436.171082,794.558167,276.484833,433.194061,833.558777,289.093994,331.369415,848.613098,315.218445,521.444824,847.742188
38,0,285.871277,-38.090614,934.978638,342.341736,65.558525,817.864746,321.800903,62.015301,891.270630,330.183563,125.672462,855.289978,331.652924,210.449570,813.575867,,,,322.247192,436.164124,794.615356,276.501892,433.187347,833.628113,289.106018,331.355377,848.660217,315.246307,521.427429,847.810120
39,0,285.880859,-38.112431,934.971863,342.346252,65.549789,817.875122,321.809082,61.995754,891.278503,330.187042,125.658096,855.307983,331.650970,210.439270,813.612671,,,,322.259979,436.157593,794.675049,276.518921,433.180817,833.700012,289.117828,331.341431,848.709595,315.273926,521.410217,847.881287
40,0,285.890564,-38.134365,934.965271,342.350830,65.541306,817.886108,321.817291,61.976181,891.287170,330.190552,125.643822,855.327087,331.649139,210.429291,813.651123,,,,322.272583,436.151489,794.737244,276.535828,433.174530,833.774475,289.129608,331.327637,848.760986,315.301392,521.393250,847.955444
41,0,285.900238,-38.156406,934.958984,342.355621,65.533073,817.897461,321.825409,61.956593,891.296570,330.194000,125.629646,855.347107,331.647278,210.419724,813.691345,,,,322.285004,436.145905,794.801941,276.552673,433.168427,833.851440,289.141266,331.314087,848.814453,315.328583,521.376404,848.032898
42,0,285.909912,-38.178524,934.952942,342.360535,65.525093,817.909302,321.833588,61.937008,891.306641,330.197388,125.615601,855.368103,331.645477,210.410553,813.733154,,,,322.297150,436.140778,794.869202,276.569489,433.162659,833.931030,289.152802,331.300659,848.869995,315.355530,521.359802,848.113464
43,0,285.919647,-38.200710,934.947266,342.365570,65.517380,817.921692,321.841705,61.917439,891.317505,330.200806,125.601662,855.390137,331.643799,210.401764,813.776611,,,,322.309174,436.136139,794.938843,276.586243,433.157135,834.013184,289.164307,331.287384,848.927612,315.382263,521.343445,848.197205
44,0,285.929321,-38.222946,934.941833,342.370758,65.509956,817.934509,321.849884,61.897903,891.329102,330.204163,125.587883,855.413208,331.642151,210.393387,813.821655,,,,322.320953,436.132019,795.011169,276.602936,433.151886,834.097778,289.175659,331.274292,848.987244,315.408813,521.327393,848.284241
45,0,285.938995,-38.245220,934.936707,342.376099,65.502808,817.947876,321.858002,61.878414,891.341431,330.207489,125.574234,855.437195,331.640564,210.385437,813.868469,,,,322.332581,436.128418,795.085938,276.619568,433.146973,834.184998,289.186981,331.261444,849.048950,315.435181,521.311523,848.374329
46,0,285.948700,-38.267513,934.931885,342.381592,65.495964,817.961670,321.866028,61.858986,891.354614,330.210876,125.560745,855.462341,331.639099,210.377945,813.916809,,,,322.343994,436.125366,795.163208,276.636169,433.142395,834.274719,289.198212,331.248779,849.112732,315.461273,521.296021,848.467590
47,0,285.958344,-38.289803,934.927368,342.387268,65.489403,817.976074,321.874146,61.839634,891.368469,330.214203,125.547424,855.488403,331.637726,210.370865,813.966736,,,,322.355286,436.122833,795.242920,276.652771,433.138092,834.366882,289.209381,331.236359,849.178467,315.487274,521.280762,848.563965
48,0,285.967987,-38.312088,934.923157,342.393066,65.483162,817.990906,321.882172,61.820370,891.383118,330.217499,125.534279,855.515625,331.636444,210.364273,814.018311,,,,322.366364,436.120850,795.325073,276.669373,433.134155,834.461487,289.220551,331.224152,849.246338,315.513031,521.265869,848.663513
49,0,285.977539,-38.334347,934.919373,342.399048,65.477219,818.006287,321.890137,61.801201,891.398499,330.220856,125.521317,855.543762,331.635223,210.358093,814.071411,,,,322.377228,436.119446,795.409790,276.685974,433.130585,834.558594,289.231628,331.212158,849.316040,315.538666,521.251343,848.766113
50,0,285.987091,-38.356564,934.915833,342.405212,65.471603,818.022095,321.898102,61.782146,891.414612,330.224121,125.508545,855.572998,331.634094,210.352402,814.126038,,,,322.388031,436.118591,795.496948,276.702637,433.127441,834.658142,289.242706,331.200409,849.387817,315.564178,521.237122,848.871765
51,0,285.996521,-38.378731,934.912598,342.411530,65.466316,818.038391,321.906036,61.763210,891.431519,330.227478,125.495972,855.603210,331.633057,210.347168,814.182190,,,,322.398651,436.118347,795.586548,276.719299,433.124603,834.760071,289.253815,331.188934,849.461487,315.589569,521.223328,848.980347
52,0,286.005951,-38.400826,934.909790,342.417999,65.461342,818.055237,321.913910,61.744415,891.449158,330.230774,125.483620,855.634399,331.632111,210.342407,814.239746,,,,322.409149,436.118652,795.678467,276.736053,433.122192,834.864319,289.264862,331.177734,849.536987,315.614899,521.209778,849.092102
53,0,286.015228,-38.422836,934.907288,342.424591,65.456703,818.072571,321.921692,61.725754,891.467529,330.234039,125.471443,855.666565,331.631195,210.338104,814.298706,,,,322.419586,436.119568,795.772766,276.752869,433.120148,834.970886,289.275879,331.166809,849.614502,315.640137,521.196716,849.206726
54,0,286.024475,-38.444756,934.905151,342.431427,65.452400,818.090393,321.929474,61.707245,891.486694,330.237396,125.459511,855.699829,331.630310,210.334274,814.359070,,,,322.429901,436.121033,795.869385,276.769714,433.118561,835.079651,289.286987,331.156128,849.693787,315.665344,521.184082,849.324402
55,0,286.033600,-38.466572,934.903442,342.438354,65.448425,818.108643,321.937195,61.688896,891.506470,330.240662,125.447762,855.734070,331.629517,210.330917,814.420776,,,,322.440155,436.123169,795.968384,276.786682,433.117401,835.190857,289.298126,331.145752,849.774902,315.690521,521.171936,849.444885
56,0,286.042664,-38.488274,934.902039,342.445465,65.444786,818.127380,321.944855,61.670704,891.527039,330.243988,125.436264,855.769287,331.628754,210.328018,814.483826,,,,322.450348,436.125824,796.069702,276.803833,433.116608,835.304138,289.309296,331.135681,849.857727,315.715637,521.160095,849.568176
57,0,286.051575,-38.509842,934.901001,342.452698,65.441490,818.146667,321.952454,61.652695,891.548401,330.247314,125.424965,855.805420,331.627991,210.325577,814.548096,,,,322.460480,436.129089,796.173157,276.821045,433.116333,835.419617,289.320496,331.125946,849.942505,315.740845,521.148682,849.694458
58,0,286.060333,-38.531281,934.900269,342.460083,65.438522,818.166382,321.959961,61.634857,891.570312,330.250580,125.413910,855.842529,331.627289,210.323639,814.613586,,,,322.470612,436.132935,796.278809,276.838440,433.116486,835.537109,289.331757,331.116486,850.028870,315.766113,521.137817,849.823364
59,0,286.069000,-38.552578,934.899902,342.467621,65.435890,818.186584,321.967438,61.617203,891.593018,330.253906,125.403061,855.880615,331.626587,210.322144,814.680298,,,,322.480743,436.137390,796.386658,276.856018,433.117096,835.656799,289.343140,331.107422,850.116943,315.791473,521.127380,849.955078
60,0,286.077515,-38.573719,934.899963,342.475311,65.433609,818.207214,321.974854,61.599735,891.616455,330.257172,125.392448,855.919617,331.625916,210.321106,814.748108,,,,322.490875,436.142395,796.496643,276.873779,433.118164,835.778503,289.354584,331.098633,850.206787,315.816925,521.117371,850.089355
61,0,286.085938,-38.594704,934.900391,342.483093,65.431656,818.228333,321.982147,61.582458,891.640503,330.260498,125.382065,855.959534,331.625214,210.320526,814.817017,,,,322.501068,436.147980,796.608704,276.891724,433.119720,835.902100,289.366150,331.090210,850.298218,315.842529,521.107910,850.226379
62,0,286.094116,-38.615520,934.901123,342.491028,65.430023,818.249878,321.989319,61.565372,891.665222,330.263794,125.371902,856.000305,331.624573,210.320435,814.886902,,,,322.511322,436.154144,796.722717,276.909851,433.121674,836.027649,289.377808,331.082153,850.391296,315.868317,521.098938,850.365967
63,0,286.102173,-38.636169,934.902222,342.499084,65.428734,818.271790,321.996490,61.548485,891.690613,330.267029,125.361977,856.041931,331.623840,210.320770,814.957886,,,,322.521637,436.160950,796.838745,276.928314,433.124146,836.154968,289.389618,331.074463,850.485840,315.894318,521.090393,850.508057
64,0,286.110077,-38.656639,934.903687,342.507172,65.427765,818.294250,322.003479,61.531796,891.716553,330.270325,125.352264,856.084473,331.623199,210.321548,815.029724,,,,322.532013,436.168243,796.956787,276.946930,433.127106,836.284180,289.401489,331.067169,850.582092,315.920471,521.082397,850.652588
65,0,286.117767,-38.676929,934.905518,342.515411,65.427116,818.317139,322.010437,61.515312,891.743103,330.273529,125.342789,856.127747,331.622437,210.322769,815.102539,,,,322.542572,436.176147,797.076660,276.965881,433.130493,836.414978,289.413574,331.060272,850.679810,315.946930,521.074890,850.799500
66,0,286.125275,-38.697029,934.907593,342.523651,65.426796,818.340332,322.017242,61.499023,891.770386,330.276794,125.333519,856.171875,331.621704,210.324402,815.176208,,,,322.553253,436.184570,797.198364,276.985107,433.134369,836.547546,289.425690,331.053741,850.779053,315.973633,521.067932,850.948669
67,0,286.132538,-38.716946,934.910095,342.532043,65.426788,818.364014,322.023987,61.482937,891.798157,330.279938,125.324486,856.216736,331.621002,210.326492,815.250549,,,,322.564056,436.193512,797.321777,277.004639,433.138733,836.681641,289.438019,331.047607,850.879639,316.000671,521.061340,851.100220
68,0,286.139679,-38.736675,934.912964,342.540405,65.427086,818.388123,322.030640,61.467052,891.826538,330.283142,125.315651,856.262329,331.620178,210.328979,815.325867,,,,322.575073,436.203064,797.447021,277.024445,433.143524,836.817322,289.450470,331.041840,850.981812,316.027954,521.055420,851.253845
69,0,286.146515,-38.756203,934.916199,342.548859,65.427689,818.412537,322.037140,61.451363,891.855469,330.286255,125.307037,856.308594,331.619415,210.331894,815.401794,,,,322.586273,436.213104,797.573853,277.044617,433.148804,836.954407,289.463013,331.036530,851.085388,316.055634,521.049927,851.409668
70,0,286.153198,-38.775539,934.919739,342.557281,65.428589,818.437256,322.043549,61.435879,891.884888,330.289398,125.298637,856.355469,331.618561,210.335175,815.478455,,,,322.597656,436.223633,797.702393,277.065094,433.154510,837.092896,289.475739,331.031647,851.190308,316.083618,521.044983,851.567505
71,0,286.159668,-38.794682,934.923584,342.565704,65.429794,818.462402,322.049805,61.420593,891.914856,330.292450,125.290421,856.403137,331.617676,210.338867,815.555664,,,,322.609253,436.234680,797.832397,277.085968,433.160706,837.232727,289.488647,331.027222,851.296631,316.111938,521.040466,851.727234
72,0,286.165833,-38.813625,934.927734,342.574158,65.431267,818.487854,322.055939,61.405499,891.945312,330.295471,125.282425,856.451355,331.616821,210.342926,815.633606,,,,322.621063,436.246216,797.963928,277.107117,433.167328,837.373718,289.501648,331.023193,851.404175,316.140717,521.036499,851.888977
73,0,286.171814,-38.832375,934.932251,342.582489,65.433029,818.513672,322.061951,61.390602,891.976257,330.298523,125.274612,856.500061,331.615906,210.347366,815.712036,,,,322.633179,436.258209,798.096924,277.128693,433.174438,837.515930,289.514801,331.019592,851.513062,316.169830,521.033020,852.052429
74,0,286.177551,-38.850922,934.937073,342.590881,65.435043,818.539795,322.067841,61.375896,892.007568,330.301453,125.266983,856.549377,331.614899,210.352173,815.790955,,,,322.645477,436.270660,798.231201,277.150635,433.181946,837.659302,289.528137,331.016418,851.623230,316.199310,521.030151,852.217651
75,0,286.183014,-38.869274,934.942200,342.599121,65.437325,818.566223,322.073578,61.361378,892.039429,330.304352,125.259552,856.599182,331.613922,210.357315,815.870361,,,,322.658112,436.283569,798.366760,277.172882,433.189880,837.803589,289.541565,331.013733,851.734497,316.229187,521.027710,852.384644
76,0,286.188171,-38.887428,934.947632,342.607330,65.439857,818.592773,322.079193,61.347046,892.071655,330.307251,125.252289,856.649414,331.612915,210.362778,815.950134,,,,322.671021,436.296844,798.503662,277.195557,433.198273,837.948914,289.555176,331.011505,851.847046,316.259491,521.025696,852.553040
77,0,286.193146,-38.905384,934.953308,342.615387,65.442635,818.619751,322.084625,61.332901,892.104248,330.310059,125.245201,856.700073,331.611877,210.368591,816.030396,,,,322.684235,436.310577,798.641663,277.218536,433.207031,838.095093,289.568939,331.009674,851.960571,316.290222,521.024231,852.723022
78,0,286.197784,-38.923145,934.959351,342.623383,65.445648,818.646912,322.089935,61.318932,892.137207,330.312805,125.238281,856.751099,331.610779,210.374680,816.110962,,,,322.697723,436.324707,798.780884,277.241882,433.216248,838.242065,289.582794,331.008331,852.075195,316.321350,521.023315,852.894348
79,0,286.202118,-38.940704,934.965698,342.631226,65.448868,818.674194,322.095093,61.305138,892.170532,330.315491,125.231522,856.802429,331.609680,210.381104,816.191711,,,,322.711548,436.339233,798.920959,277.265625,433.225769,838.389709,289.596832,331.007416,852.190857,316.352814,521.022827,853.067078
80,0,286.206207,-38.958073,934.972290,342.638947,65.452309,818.701721,322.100098,61.291523,892.204285,330.318146,125.224915,856.854065,331.608490,210.387787,816.272827,,,,322.725677,436.354065,799.062195,277.289703,433.235779,838.537903,289.610962,331.006989,852.307434,316.384735,521.022888,853.241028
81,0,286.209991,-38.975246,934.979126,342.646515,65.455933,818.729492,322.104950,61.278076,892.238220,330.320740,125.218452,856.906006,331.607300,210.394760,816.354126,,,,322.740173,436.369263,799.204224,277.314087,433.246063,838.686829,289.625214,331.006958,852.424866,316.416992,521.023376,853.416138
82,0,286.213501,-38.992214,934.986267,342.653900,65.459755,818.757385,322.109650,61.264797,892.272400,330.323273,125.212151,856.958069,331.606079,210.401962,816.435608,,,,322.754913,436.384796,799.347046,277.338867,433.256775,838.835999,289.639618,331.007324,852.543030,316.449615,521.024475,853.592285
83,0,286.216644,-39.008995,934.993774,342.661072,65.463753,818.785400,322.114105,61.251682,892.306946,330.325745,125.205948,857.010437,331.604828,210.409454,816.517151,,,,322.770020,436.400635,799.490601,277.363861,433.267792,838.985657,289.654144,331.008209,852.662109,316.482574,521.025879,853.769348
84,0,286.219513,-39.025578,935.001404,342.668121,65.467911,818.813599,322.118469,61.238728,892.341614,330.328156,125.199898,857.062744,331.603546,210.417130,816.598816,,,,322.785492,436.416718,799.634949,277.389191,433.279114,839.135559,289.668732,331.009460,852.781738,316.515869,521.027893,853.947327
85,0,286.222046,-39.041965,935.009399,342.674896,65.472214,818.841858,322.122559,61.225929,892.376465,330.330536,125.193970,857.115295,331.602203,210.425049,816.680420,,,,322.801270,436.433105,799.779846,277.414825,433.290771,839.285645,289.683472,331.011078,852.901917,316.549469,521.030334,854.126160
86,0,286.224213,-39.058159,935.017700,342.681519,65.476654,818.870239,322.126526,61.213280,892.411560,330.332825,125.188141,857.167847,331.600830,210.433151,816.762146,,,,322.817352,436.449738,799.925232,277.440704,433.302734,839.435852,289.698242,331.013184,853.022705,316.583374,521.033142,854.305542
87,0,286.226105,-39.074162,935.026184,342.687897,65.481232,818.898682,322.130280,61.200790,892.446838,330.335022,125.182434,857.220276,331.599396,210.441437,816.843628,,,,322.833771,436.466614,800.070984,277.466766,433.314911,839.585999,289.713104,331.015656,853.143799,316.617523,521.036499,854.485596
88,0,286.227600,-39.089966,935.034912,342.694061,65.485909,818.927124,322.133911,61.188442,892.482178,330.337128,125.176819,857.272827,331.597931,210.449921,816.925049,,,,322.850525,436.483673,800.217285,277.493103,433.327362,839.735962,289.728058,331.018433,853.265320,316.651886,521.040344,854.666016
89,0,286.228821,-39.105583,935.044006,342.700012,65.490692,818.955627,322.137268,61.176235,892.517578,330.339233,125.171303,857.325195,331.596375,210.458511,817.006226,,,,322.867615,436.500977,800.363647,277.519592,433.340027,839.885742,289.743042,331.021667,853.387085,316.686432,521.044434,854.846802
90,0,286.229645,-39.121002,935.053284,342.705688,65.495560,818.984070,322.140411,61.164173,892.553101,330.341187,125.165863,857.377380,331.594757,210.467285,817.087097,,,,322.884949,436.518433,800.510315,277.546204,433.352875,840.035217,289.758026,331.025177,853.508972,316.721100,521.049072,855.027710
91,0,286.230103,-39.136227,935.062805,342.711151,65.500488,819.012634,322.143372,61.152245,892.588623,330.343140,125.160515,857.429504,331.593170,210.476151,817.167786,,,,322.902557,436.536072,800.656982,277.572968,433.365936,840.184204,289.773041,331.029022,853.630859,316.755920,521.054077,855.208740
92,0,286.230164,-39.151268,935.072632,342.716339,65.505478,819.041077,322.146179,61.140453,892.624146,330.344940,125.155243,857.481323,331.591461,210.485107,817.248047,,,,322.920532,436.553833,800.803528,277.599823,433.379120,840.332581,289.788086,331.033234,853.752686,316.790863,521.059448,855.389832
93,0,286.229950,-39.166107,935.082764,342.721283,65.510506,819.069458,322.148712,61.128784,892.659668,330.346710,125.150009,857.532776,331.589691,210.494141,817.327881,,,,322.938721,436.571686,800.950073,277.626678,433.392426,840.480225,289.803162,331.037689,853.874329,316.825745,521.065247,855.570679
94,0,286.229248,-39.180763,935.093018,342.725922,65.515541,819.097778,322.151001,61.117241,892.695129,330.348358,125.144836,857.583984,331.587952,210.503265,817.407227,,,,322.957123,436.589661,801.096313,277.653595,433.405884,840.627075,289.818176,331.042450,853.995667,316.860657,521.071228,855.751221
