Trajectories
200
,,m10:RSHO,,,m10:RUPA,,,m10:RUPB,,,m10:RUPC,,,m10:RELB,,,m10:RMEP,,,m10:RWRA,,,m10:RWRB,,,m10:RFRA,,,m10:RFIN,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1328,0,262.677307,-80.426819,969.562683,341.335327,-169.118378,838.657410,351.506165,-94.170097,873.039062,386.597534,-129.313065,815.356201,412.921295,-143.635345,718.482117,,,,335.236694,36.983784,800.467285,301.742340,9.479373,845.768616,356.058990,-62.217808,806.512268,342.553711,97.260246,869.812561
1329,0,262.259857,-80.686638,969.997070,341.637390,-168.545029,839.080566,351.505798,-93.899742,873.967773,387.013947,-128.619690,816.460999,414.393890,-142.182922,720.093018,,,,335.538666,37.681999,802.774902,302.008179,9.786217,847.814697,356.561829,-61.566624,808.136230,342.450134,97.595253,872.514099
1330,0,261.841888,-80.943329,970.429077,341.947235,-167.953064,839.502747,351.504547,-93.617119,874.899719,387.431396,-127.904404,817.568970,415.867462,-140.701019,721.715088,,,,335.839630,38.408287,805.077271,302.272308,10.122619,849.852600,357.065521,-60.886086,809.759521,342.343384,97.956383,875.206421
1331,0,261.423523,-81.196915,970.858643,342.264648,-167.342636,839.924011,351.502380,-93.322350,875.835022,387.849640,-127.167389,818.679871,417.340729,-139.190155,723.348145,,,,336.139191,39.162449,807.374390,302.534454,10.488523,851.882690,357.569702,-60.176357,811.382202,342.233276,98.343597,877.889282
1332,0,261.004974,-81.447357,971.285645,342.589539,-166.713852,840.344727,351.499268,-93.015572,876.773193,388.268372,-126.408890,819.793640,418.812439,-137.650742,724.991577,,,,336.436981,39.944317,809.666260,302.794312,10.883868,853.904907,358.073822,-59.437607,813.004395,342.119568,98.756874,880.562561
1333,0,260.586426,-81.694656,971.709900,342.921661,-166.066864,840.764771,351.495026,-92.696922,877.714111,388.687408,-125.629082,820.910034,420.281403,-136.083298,726.645020,,,,336.732544,40.753704,811.952759,303.051453,11.308593,855.919312,358.577545,-58.670017,814.626160,342.002167,99.196167,883.226013
1334,0,260.168060,-81.938812,972.131287,343.260956,-165.401825,841.184326,351.489655,-92.366501,878.657532,389.106293,-124.828178,822.028931,421.746552,-134.488251,728.308105,,,,337.025391,41.590416,814.233826,303.305634,11.762627,857.926086,359.080475,-57.873760,816.247498,341.880798,99.661453,885.879761
1335,0,259.749969,-82.179825,972.549866,343.607117,-164.718887,841.603577,351.483063,-92.024483,879.603210,389.524872,-124.006409,823.150146,423.206604,-132.866119,729.980225,,,,337.315186,42.454269,816.509521,303.556458,12.245902,859.925354,359.582092,-57.049019,817.868652,341.755371,100.152710,888.523315
1336,0,259.332458,-82.417679,972.965210,343.960052,-164.018158,842.022583,351.475159,-91.670959,880.550903,389.942810,-123.163979,824.273682,424.660431,-131.217331,731.661377,,,,337.601379,43.345078,818.779846,303.803650,12.758348,861.917175,360.082031,-56.195976,819.489441,341.625671,100.669891,891.156921
1337,0,258.915588,-82.652412,973.377258,344.319458,-163.299850,842.441528,351.465820,-91.306114,881.500549,390.359680,-122.301117,825.399353,426.106995,-129.542389,733.350830,,,,337.883667,44.262661,821.044617,304.046936,13.299892,863.901917,360.579773,-55.314812,821.110046,341.491516,101.212959,893.780212
1338,0,258.499634,-82.884003,973.786133,344.685211,-162.564072,842.860474,351.454987,-90.930069,882.451782,390.775269,-121.418060,826.526855,427.545105,-127.841797,735.048279,,,,338.161621,45.206837,823.303955,304.285858,13.870462,865.879456,361.074860,-54.405724,822.730591,341.352783,101.781891,896.393311
1339,0,258.084656,-83.112480,974.191406,345.056976,-161.811005,843.279602,351.442474,-90.542961,883.404297,391.189178,-120.515030,827.656250,428.973663,-126.115990,736.753479,,,,338.434753,46.177418,825.557739,304.520203,14.469985,867.850159,361.566925,-53.468891,824.351135,341.209351,102.376656,898.995911
1340,0,257.670898,-83.337852,974.593140,345.434570,-161.040863,843.698853,351.428314,-90.144958,884.358032,391.601135,-119.592300,828.787292,430.391754,-124.365494,738.465881,,,,338.702728,47.174221,827.806091,304.749542,15.098385,869.814148,362.055481,-52.504505,825.971619,341.061035,102.997231,901.588135
1341,0,257.258545,-83.560143,974.991272,345.817780,-160.253754,844.118530,351.412262,-89.736221,885.312744,392.010742,-118.650093,829.919800,431.798187,-122.590759,740.185242,,,,338.965179,48.197079,830.049011,304.973694,15.755590,871.771484,362.540009,-51.512764,827.592224,340.907654,103.643578,904.169861
1342,0,256.847687,-83.779373,975.385498,346.206238,-159.449875,844.538574,351.394318,-89.316902,886.268066,392.417725,-117.688667,831.053650,433.192017,-120.792274,741.911255,,,,339.221588,49.245804,832.286438,305.192200,16.441532,873.722290,363.020050,-50.493851,829.212952,340.749176,104.315689,906.741028
1343,0,256.438538,-83.995575,975.775818,346.599792,-158.629425,844.959167,351.374390,-88.887161,887.223938,392.821686,-116.708282,832.188782,434.572235,-118.970543,743.643372,,,,339.471710,50.320232,834.518433,305.404907,17.156141,875.667053,363.495270,-49.447964,830.834045,340.585388,105.013550,909.301636
1344,0,256.031189,-84.208771,976.162231,346.998077,-157.792603,845.380310,351.352234,-88.447182,888.180054,393.222260,-115.709206,833.324829,435.937927,-117.126015,745.381287,,,,339.715088,51.420197,836.744873,305.611359,17.899347,877.605591,363.965057,-48.375298,832.455261,340.416199,105.737137,911.851501
1345,0,255.625839,-84.419006,976.544556,347.400818,-156.939545,845.802185,351.327881,-87.997131,889.136169,393.619141,-114.691711,834.461853,437.288147,-115.259201,747.124756,,,,339.951416,52.545517,838.965820,305.811371,18.671093,879.538330,364.429047,-47.276043,834.076965,340.241516,106.486450,914.390808
1346,0,255.222641,-84.626312,976.922607,347.807709,-156.070496,846.224792,351.301208,-87.537178,890.092102,394.011963,-113.656067,835.599670,438.621918,-113.370567,748.873352,,,,340.180359,53.696049,841.181396,306.004639,19.471315,881.465393,364.886810,-46.150391,835.698975,340.061279,107.261467,916.919373
1347,0,254.821777,-84.830727,977.296448,348.218475,-155.185638,846.648071,351.271973,-87.067497,891.047607,394.400391,-112.602547,836.737915,439.938354,-111.460594,750.626709,,,,340.401550,54.871624,843.391479,306.190857,20.299959,883.386841,365.337860,-44.998535,837.321472,339.875305,108.062202,919.437195
1348,0,254.423355,-85.032295,977.665955,348.632812,-154.285172,847.072388,351.240234,-86.588303,892.002380,394.783997,-111.531425,837.876648,441.236633,-109.529778,752.384460,,,,340.614716,56.072090,845.596069,306.369690,21.156969,885.302856,365.781738,-43.820667,838.944458,339.683655,108.888657,921.944336
1349,0,254.027481,-85.231049,978.030945,349.050354,-153.369293,847.497498,351.205811,-86.099754,892.956299,395.162537,-110.443016,839.015747,442.515900,-107.578575,754.146484,,,,340.819489,57.297306,847.795166,306.540955,22.042292,887.213684,366.217987,-42.616985,840.567932,339.486145,109.740829,924.440674
1350,0,253.634369,-85.427055,978.391418,349.470825,-152.438171,847.923584,351.168610,-85.602028,893.909241,395.535553,-109.337593,840.154907,443.775391,-105.607468,755.912109,,,,341.015594,58.547119,849.988953,306.704376,22.955877,889.119568,366.646271,-41.387680,842.192139,339.282776,110.618752,926.926208
1351,0,253.244125,-85.620338,978.747192,349.893860,-151.492065,848.350647,351.128448,-85.095345,894.860657,395.902740,-108.215454,841.293945,445.014191,-103.616936,757.681274,,,,341.202759,59.821400,852.177185,306.859680,23.897688,891.020447,367.066071,-40.132938,843.817017,339.073517,111.522423,929.401001
1352,0,252.856888,-85.810944,979.098328,350.319183,-150.531113,848.778687,351.085327,-84.579887,895.810669,396.263794,-107.076881,842.432800,446.231628,-101.607468,759.453552,,,,341.380737,61.120010,854.360107,307.006592,24.867672,892.916748,367.476959,-38.852959,845.442444,338.858307,112.451866,931.864990
1353,0,252.472794,-85.998940,979.444641,350.746399,-149.555557,849.207703,351.039154,-84.055824,896.758850,396.618317,-105.922195,843.571228,447.426941,-99.579514,761.228577,,,,341.549255,62.442822,856.537476,307.144958,25.865797,894.808411,367.878601,-37.547935,847.068787,338.637115,113.407112,934.318176
1354,0,252.091980,-86.184341,979.785950,351.175201,-148.565598,849.637695,350.989685,-83.523376,897.705078,396.965912,-104.751678,844.709229,448.599426,-97.533546,763.006104,,,,341.708069,63.789696,858.709351,307.274506,26.892023,896.695740,368.270508,-36.218048,848.695740,338.409943,114.388206,936.760620
1355,0,251.714523,-86.367226,980.122498,351.605225,-147.561386,850.068665,350.936981,-82.982719,898.649048,397.306366,-103.565643,845.846497,449.748352,-95.470039,764.785828,,,,341.856934,65.160538,860.875854,307.395050,27.946316,898.578735,368.652313,-34.863495,850.323669,338.176788,115.395164,939.192261
1356,0,251.340652,-86.547638,980.453857,352.036163,-146.543182,850.500732,350.880798,-82.434044,899.590637,397.639221,-102.364380,846.982910,450.873108,-93.389458,766.567322,,,,341.995667,66.555199,863.036804,307.506287,29.028643,900.457703,369.023621,-33.484459,851.952393,337.937683,116.428047,941.613098
1357,0,250.970428,-86.725609,980.780151,352.467651,-145.511124,850.933655,350.821198,-81.877533,900.529541,397.964172,-101.148209,848.118225,451.973022,-91.292252,768.350464,,,,342.124084,67.973587,865.192322,307.608154,30.138975,902.332642,369.384003,-32.081146,853.581970,337.692596,117.486893,944.023132
1358,0,250.603943,-86.901184,981.101135,352.899353,-144.465424,851.367615,350.757965,-81.313370,901.465698,398.280975,-99.917435,849.252380,453.047516,-89.178894,770.134888,,,,342.241943,69.415581,867.342346,307.700470,31.277285,904.203918,369.733124,-30.653730,855.212524,337.441559,118.571747,946.422424
1359,0,250.241364,-87.074409,981.416992,353.330872,-143.406250,851.802490,350.690979,-80.741760,902.398804,398.589203,-98.672356,850.385315,454.095947,-87.049843,771.920288,,,,342.349121,70.881088,869.486816,307.782928,32.443546,906.071411,370.070587,-29.202410,856.843872,337.184631,119.682663,948.810913
1360,0,249.882797,-87.245331,981.727417,353.761963,-142.333832,852.238159,350.620300,-80.162872,903.328674,398.888550,-97.413269,851.516663,455.117828,-84.905518,773.706299,,,,342.445435,72.370010,871.625854,307.855469,33.637730,907.935425,370.396088,-27.727369,858.476257,336.921906,120.819695,951.188660
1361,0,249.528381,-87.413971,982.032410,354.192230,-141.248367,852.674744,350.545715,-79.576904,904.255066,399.178741,-96.140503,852.646362,456.112549,-82.746391,775.492859,,,,342.530762,73.882225,873.759338,307.917908,34.859814,909.796082,370.709167,-26.228796,860.109680,336.653290,121.982895,953.555786
1362,0,249.178192,-87.580391,982.331848,354.621246,-140.150009,853.112122,350.467163,-78.984001,905.177917,399.459412,-94.854347,853.774170,457.079651,-80.572914,777.279480,,,,342.604950,75.417648,875.887268,307.970062,36.109779,911.653381,371.009613,-24.706884,861.743896,336.378998,123.172310,955.912109
1363,0,248.832352,-87.744598,982.625854,355.048798,-139.038986,853.550232,350.384583,-78.384346,906.096924,399.730316,-93.555099,854.900146,458.018616,-78.385506,779.066040,,,,342.667908,76.976189,878.009644,308.011902,37.387596,913.507629,371.297028,-23.161819,863.379211,336.098999,124.388016,958.257751
1364,0,248.490967,-87.906647,982.914062,355.474487,-137.915451,853.989136,350.297913,-77.778130,907.011841,399.991119,-92.243073,856.023926,458.928955,-76.184616,780.852051,,,,342.719482,78.557747,880.126404,308.043152,38.693237,915.358765,371.571075,-21.593790,865.015564,335.813354,125.630035,960.592773
1365,0,248.154160,-88.066536,983.196655,355.897980,-136.779587,854.428650,350.207031,-77.165504,907.922607,400.241547,-90.918564,857.145447,459.810242,-73.970673,782.637512,,,,342.759674,80.162231,882.237732,308.063812,40.026684,917.207092,371.831451,-20.002993,866.652832,335.522217,126.898453,962.917114
1366,0,247.821991,-88.224289,983.473450,356.318939,-135.631622,854.868835,350.111847,-76.546631,908.829041,400.481323,-89.581871,858.264587,460.662048,-71.744118,784.422058,,,,342.788269,81.789551,884.343384,308.073730,41.387901,919.052612,372.077820,-18.389616,868.291199,335.225616,128.193298,965.230835
1367,0,247.494598,-88.379936,983.744507,356.737061,-134.471680,855.309509,350.012268,-75.921661,909.730896,400.710114,-88.233269,859.381165,461.483917,-69.505348,786.205322,,,,342.805328,83.439621,886.443359,308.072815,42.776859,920.895386,372.309937,-16.753860,869.930420,334.923645,129.514618,967.533997
1368,0,247.172043,-88.533463,984.009583,357.151917,-133.299973,855.750732,349.908325,-75.290764,910.628052,400.927673,-86.873093,860.495117,462.275574,-67.254829,787.987183,,,,342.810699,85.112343,888.537842,308.060913,44.193539,922.735596,372.527435,-15.095915,871.570679,334.616516,130.862473,969.826538
1369,0,246.854446,-88.684883,984.268799,357.563293,-132.116684,856.192322,349.799835,-74.654068,911.520386,401.133728,-85.501587,861.606201,463.036499,-64.992943,789.767334,,,,342.804382,86.807617,890.626526,308.038055,45.637897,924.573364,372.730042,-13.415979,873.212036,334.304199,132.236908,972.108521
1370,0,246.541901,-88.834213,984.522034,357.970734,-130.921997,856.634399,349.686768,-74.011703,912.407715,401.328003,-84.119064,862.714355,463.766510,-62.720127,791.545471,,,,342.786316,88.525345,892.709595,308.004120,47.109905,926.408691,372.917572,-11.714251,874.854187,333.986908,133.637985,974.380127
1371,0,246.234467,-88.981415,984.769226,358.374054,-129.716019,857.076782,349.569122,-73.363831,913.289795,401.510223,-82.725815,863.819397,464.465149,-60.436787,793.321289,,,,342.756439,90.265457,894.786987,307.959015,48.609524,928.241760,373.089600,-9.990929,876.497375,333.664703,135.065689,976.641235
1372,0,245.932236,-89.126488,985.010376,358.772888,-128.499008,857.519470,349.446716,-72.710564,914.166626,401.680176,-81.322105,864.921326,465.132141,-58.143341,795.094788,,,,342.714813,92.027840,896.858643,307.902740,50.136715,930.072693,373.246002,-8.246214,878.141602,333.337769,136.520081,978.891846
1373,0,245.635284,-89.269424,985.245483,359.166870,-127.271057,857.962280,349.319519,-72.052032,915.037964,401.837585,-79.908218,866.019958,465.767212,-55.840195,796.865479,,,,342.661407,93.812408,898.924500,307.835236,51.691425,931.901428,373.386475,-6.480309,879.786682,333.006165,138.001221,981.132019
1374,0,245.343704,-89.410172,985.474487,359.555725,-126.032379,858.405334,349.187469,-71.388336,915.903809,401.982178,-78.484436,867.115051,466.370056,-53.527748,798.633240,,,,342.596252,95.619041,900.984436,307.756409,53.273609,933.728149,373.510742,-4.693419,881.432617,332.670135,139.509079,983.361694
1375,0,245.057571,-89.548706,985.697327,359.939148,-124.783134,858.848511,349.050507,-70.719582,916.763916,402.113831,-77.051025,868.206726,466.940430,-51.206409,800.397766,,,,342.519318,97.447639,903.038635,307.666229,54.883221,935.552856,373.618622,-2.885747,883.079407,332.329681,141.043686,985.581116
1376,0,244.776917,-89.684990,985.914062,360.316833,-123.523476,859.291748,348.908569,-70.045883,917.618225,402.232178,-75.608276,869.294800,467.478088,-48.876579,802.158752,,,,342.430634,99.298096,905.086853,307.564728,56.520191,937.375671,373.709900,-1.057506,884.726929,331.985046,142.605087,987.790100
1377,0,244.501846,-89.818977,986.124634,360.688507,-122.253555,859.734924,348.761627,-69.367317,918.466553,402.337036,-74.156425,870.379150,467.982819,-46.538662,803.916199,,,,342.330231,101.170303,907.129150,307.451874,58.184460,939.196533,373.784302,0.791091,886.375427,331.636353,144.193222,989.988647
1378,0,244.232391,-89.950607,986.329041,361.053833,-120.973564,860.178284,348.609528,-68.683990,919.309021,402.428284,-72.695778,871.459717,468.454437,-44.193050,805.669739,,,,342.218140,103.064117,909.165527,307.327667,59.875954,941.015503,373.841675,2.659825,888.024536,331.283722,145.808105,992.176880
1379,0,243.968628,-90.079803,986.527283,361.412537,-119.683647,860.621460,348.452362,-67.995956,920.145325,402.505585,-71.226562,872.536316,468.892731,-41.840153,807.419128,,,,342.094421,104.979446,911.195679,307.191986,61.594593,942.832642,373.881744,4.548476,889.674316,330.927277,147.449722,994.354736
1380,0,243.710587,-90.206520,986.719421,361.764343,-118.383980,861.064636,348.289948,-67.303322,920.975403,402.568787,-69.749054,873.608948,469.297485,-39.480354,809.164124,,,,341.959106,106.916138,913.219788,307.044922,63.340298,944.647888,373.904419,6.456814,891.324768,330.567230,149.118057,996.522217
1381,0,243.458374,-90.330658,986.905334,362.108948,-117.074722,861.507629,348.122253,-66.606133,921.799255,402.617676,-68.263535,874.677490,469.668640,-37.114063,810.904480,,,,341.812347,108.874054,915.237671,306.886505,65.112968,946.461426,373.909454,8.384609,892.975708,330.203674,150.813049,998.679199
1382,0,243.211975,-90.452156,987.085083,362.446136,-115.756042,861.950623,347.949249,-65.904465,922.616699,402.652069,-66.770226,875.741821,470.005951,-34.741676,812.640198,,,,341.654114,110.853035,917.249207,306.716614,66.912506,948.273071,373.896667,10.331624,894.627075,329.836792,152.534653,1000.825867
1383,0,242.971466,-90.570915,987.258850,362.775543,-114.428101,862.393555,347.770874,-65.198380,923.427795,402.671814,-65.269409,876.802063,470.309387,-32.363586,814.370728,,,,341.484528,112.852951,919.254333,306.535431,68.738792,950.082825,373.865936,12.297616,896.278931,329.466675,154.282822,1002.962097
1384,0,242.736862,-90.686836,987.426392,363.096985,-113.091072,862.836304,347.587067,-64.487907,924.232422,402.676666,-63.761337,877.857971,470.578766,-29.980196,816.096252,,,,341.303650,114.873634,921.252991,306.342804,70.591721,951.890625,373.817047,14.282335,897.931091,329.093475,156.057526,1005.087830
1385,0,242.508209,-90.799812,987.587952,363.410187,-111.745117,863.278931,347.397797,-63.773102,925.030518,402.666534,-62.246269,878.909668,470.814056,-27.591902,817.816223,,,,341.111572,116.914902,923.244934,306.138916,72.471146,953.696655,373.749908,16.285526,899.583313,328.717407,157.858643,1007.203003
1386,0,242.285522,-90.909760,987.743408,363.714844,-110.390411,863.721497,347.203033,-63.054016,925.822083,402.641235,-60.724461,879.956848,471.015137,-25.199099,819.530579,,,,340.908386,118.976578,925.230286,305.923706,74.376930,955.500610,373.664368,18.306921,901.235779,328.338531,159.686096,1009.307617
1387,0,242.068848,-91.016548,987.892822,364.010742,-109.027100,864.163940,347.002747,-62.330685,926.606934,402.600616,-59.196156,880.999634,471.181946,-22.802191,821.239197,,,,340.694153,121.058472,927.208618,305.697205,76.308945,957.302429,373.560303,20.346251,902.888245,327.957001,161.539810,1011.401550
1388,0,241.858215,-91.120071,988.036255,364.297668,-107.655373,864.606262,346.796783,-61.603134,927.385193,402.544525,-57.661610,882.037903,471.314545,-20.401575,822.941772,,,,340.469055,123.160393,929.179993,305.459534,78.266998,959.102234,373.437622,22.403240,904.540527,327.572998,163.419632,1013.484741
1389,0,241.653595,-91.220192,988.173889,364.575317,-106.275398,865.048523,346.585175,-60.871395,928.156860,402.472809,-56.121086,883.071655,471.412811,-17.997646,824.638184,,,,340.233185,125.282127,931.144165,305.210663,80.250954,960.899719,373.296143,24.477600,906.192627,327.186615,165.325500,1015.557190
1390,0,241.455048,-91.316811,988.305481,364.843536,-104.887344,865.490601,346.367920,-60.135509,928.921753,402.385345,-54.574829,884.100769,471.476746,-15.590810,826.328125,,,,339.986603,127.423462,933.101013,304.950684,82.260620,962.694946,373.135803,26.569054,907.844421,326.798004,167.257263,1017.618530
1391,0,241.262558,-91.409798,988.431335,365.102020,-103.491371,865.932678,346.144989,-59.395489,929.679932,402.282074,-53.023094,885.125366,471.506317,-13.181462,828.011536,,,,339.729462,129.584198,935.050232,304.679657,84.295815,964.487671,372.956543,28.677299,909.495667,326.407257,169.214783,1019.669067
1392,0,241.076141,-91.499016,988.551331,365.350647,-102.087685,866.374695,345.916199,-58.651356,930.431335,402.162872,-51.466133,886.145203,471.501678,-10.770000,829.688171,,,,339.461884,131.764069,936.991943,304.397705,86.356346,966.277771,372.758240,30.802040,911.146362,326.014496,171.197906,1021.708374
1393,0,240.895782,-91.584328,988.665649,365.589081,-100.676422,866.816589,345.681732,-57.903141,931.175964,402.027618,-49.904198,887.160278,471.462738,-8.356824,831.357910,,,,339.184082,133.962875,938.925598,304.104797,88.442001,968.065063,372.540863,32.942974,912.796204,325.619904,173.206451,1023.736328
1394,0,240.721481,-91.665611,988.774231,365.817200,-99.257797,867.258423,345.441376,-57.150856,931.913818,401.876221,-48.337543,888.170776,471.389587,-5.942328,833.020508,,,,338.896088,136.180359,940.851318,303.801056,90.552559,969.849609,372.304382,35.099792,914.445190,325.223602,175.240250,1025.753174
1395,0,240.553223,-91.742714,988.877136,366.034760,-97.831955,867.700134,345.195160,-56.394527,932.644897,401.708588,-46.766430,889.176392,471.282288,-3.526910,834.675842,,,,338.598145,138.416260,942.768616,303.486603,92.687805,971.630920,372.048706,37.272190,916.093079,324.825684,177.299103,1027.758179
1396,0,240.391037,-91.815529,988.974487,366.241608,-96.399117,868.141907,344.943146,-55.634178,933.369141,401.524658,-45.191097,890.177185,471.140930,-1.110964,836.323608,,,,338.290375,140.670349,944.677490,303.161499,94.847511,973.408997,371.773804,39.459839,917.739685,324.426270,179.382828,1029.751587
1397,0,240.234833,-91.883896,989.066406,366.437531,-94.959427,868.583496,344.685181,-54.869823,934.086731,401.324432,-43.611805,891.173035,470.965576,1.305115,837.963745,,,,337.972870,142.942337,946.577576,302.825836,97.031418,975.183533,371.479706,41.662437,919.384888,324.025513,181.491257,1031.732910
1398,0,240.084671,-91.947701,989.152710,366.622314,-93.513092,869.024902,344.421295,-54.101490,934.797424,401.107758,-42.028816,892.164062,470.756378,3.720934,839.596069,,,,337.645905,145.231979,948.468689,302.479767,99.239281,976.954346,371.166382,43.879650,921.028381,323.623474,183.624100,1033.702393
1399,0,239.940491,-92.006775,989.233704,366.795929,-92.060295,869.466309,344.151520,-53.329193,935.501282,400.874634,-40.442368,893.150146,470.513458,6.136105,841.220520,,,,337.309601,147.538940,950.350464,302.123383,101.470848,978.721191,370.833801,46.111168,922.669922,323.220398,185.781189,1035.659302
1400,0,239.802277,-92.060989,989.309448,366.958008,-90.601227,869.907532,343.875763,-52.552956,936.198425,400.625061,-38.852726,894.131165,470.236877,8.550238,842.836670,,,,336.964111,149.863007,952.222778,301.756805,103.725861,980.483887,370.482056,48.356644,924.309570,322.816345,187.962296,1037.604004
1401,0,239.669968,-92.110222,989.379822,367.108551,-89.136070,870.348633,343.594116,-51.772816,936.888672,400.358978,-37.260136,895.107239,469.926849,10.962946,844.444458,,,,336.609619,152.203827,954.085144,301.380127,106.004013,982.242065,370.111115,50.615772,925.946777,322.411438,190.167160,1039.535645
1402,0,239.543564,-92.154335,989.444885,367.247406,-87.665024,870.789551,343.306427,-50.988781,937.572205,400.076324,-35.664852,896.078186,469.583496,13.373850,846.043701,,,,336.246368,154.561142,955.937561,300.993561,108.305061,983.995483,369.721008,52.888199,927.581482,322.005798,192.395554,1041.454468
1403,0,239.423035,-92.193161,989.505005,367.374298,-86.188255,871.230164,343.012787,-50.200886,938.248962,399.777191,-34.067135,897.043945,469.207062,15.782567,847.634216,,,,335.874512,156.934647,957.779480,300.597290,110.628677,985.743835,369.311798,55.173611,929.213318,321.599640,194.647217,1043.359863
1404,0,239.308319,-92.226593,989.559875,367.489227,-84.705994,871.670654,342.713135,-49.409161,938.918884,399.461548,-32.467236,898.004517,468.797668,18.188721,849.215820,,,,335.494232,159.324005,959.610657,300.191376,112.974602,987.486816,368.883575,57.471657,930.842224,321.193024,196.921921,1045.251831
1405,0,239.199371,-92.254486,989.609741,367.591980,-83.218414,872.110779,342.407562,-48.613628,939.581970,399.129333,-30.865395,898.959900,468.355438,20.591934,850.788330,,,,335.105682,161.728943,961.430725,299.776031,115.342506,989.224304,368.436432,59.782005,932.467712,320.786072,199.219376,1047.130005
1406,0,239.096176,-92.276711,989.654663,367.682495,-81.725708,872.550598,342.096008,-47.814308,940.238464,398.780640,-29.261875,899.909973,467.880768,22.991848,852.351624,,,,334.709198,164.149124,963.239380,299.351379,117.732094,990.955627,367.970398,62.104317,934.089661,320.378967,201.539307,1048.993896
1407,0,238.998657,-92.293121,989.694580,367.760559,-80.228096,872.989929,341.778442,-47.011250,940.888062,398.415466,-27.656923,900.854614,467.373657,25.388088,853.905457,,,,334.304871,166.584213,965.036255,298.917755,120.143044,992.680725,367.485657,64.438271,935.707703,319.971863,203.881439,1050.843384
1408,0,238.906784,-92.303589,989.729675,367.826202,-78.725777,873.428955,341.454926,-46.204472,941.530884,398.033905,-26.050785,901.793762,466.834503,27.780296,855.449585,,,,333.892944,169.033905,966.821045,298.475189,122.575043,994.399048,366.982208,66.783493,937.321594,319.564789,206.245529,1052.677979
1409,0,238.820496,-92.307976,989.760010,367.879242,-77.218933,873.867371,341.125427,-45.394005,942.166931,397.635956,-24.443712,902.727539,466.263489,30.168118,856.983826,,,,333.473663,171.497849,968.593384,298.023926,125.027763,996.110352,366.460327,69.139671,938.930908,319.158081,208.631210,1054.497559
1410,0,238.739731,-92.306183,989.785522,367.919556,-75.707794,874.305298,340.790070,-44.579891,942.796204,397.221649,-22.835943,903.655640,465.660828,32.551201,858.508179,,,,333.047180,173.975754,970.352844,297.564178,127.500847,997.814209,365.920013,71.506462,940.535522,318.751678,211.038254,1056.301758
1411,0,238.664413,-92.298042,989.806458,367.947174,-74.192528,874.742493,340.448700,-43.762154,943.418762,396.791168,-21.227726,904.578003,465.026886,34.929195,860.022217,,,,332.613831,176.467239,972.099060,297.096191,129.993988,999.510254,365.361511,73.883530,942.135071,318.345886,213.466309,1058.089722
1412,0,238.594543,-92.283447,989.822693,367.961914,-72.673355,875.179138,340.101471,-42.940842,944.034485,396.344421,-19.619299,905.494751,464.361847,37.301769,861.525696,,,,332.173737,178.971970,973.831604,296.620117,132.506851,1001.198059,364.784912,76.270515,943.729248,317.940735,215.915100,1059.861816
1413,0,238.530014,-92.262276,989.834290,367.963745,-71.150490,875.614807,339.748413,-42.115978,944.643433,395.881622,-18.010902,906.405579,463.665955,39.668579,863.018677,,,,331.727142,181.489624,975.550171,296.136230,135.039017,1002.877258,364.190491,78.667084,945.317627,317.536438,218.384277,1061.617065
1414,0,238.470764,-92.234390,989.841431,367.952545,-69.624107,876.049683,339.389435,-41.287609,945.245483,395.402802,-16.402767,907.310425,462.939606,42.029305,864.500854,,,,331.274323,184.019821,977.254272,295.644775,137.590210,1004.547241,363.578278,81.072899,946.899902,317.133148,220.873581,1063.355347
1415,0,238.416718,-92.199669,989.844055,367.928345,-68.094421,876.483643,339.024689,-40.455761,945.840942,394.908081,-14.795128,908.209229,462.183075,44.383625,865.971985,,,,330.815491,186.562225,978.943481,295.145966,140.160019,1006.207703,362.948639,83.487617,948.475769,316.731018,223.382629,1065.076050
1416,0,238.367844,-92.157997,989.842346,367.891113,-66.561638,876.916443,338.654205,-39.620480,946.429443,394.397552,-13.188210,909.101929,461.396698,46.731232,867.431885,,,,330.350891,189.116470,980.617371,294.640045,142.748123,1007.858276,362.301636,85.910896,950.044922,316.330170,225.911148,1066.778931
1417,0,238.324036,-92.109245,989.836182,367.840698,-65.025963,877.348267,338.277893,-38.781796,947.011169,393.871399,-11.582235,909.988342,460.580750,49.071804,868.880249,,,,329.880768,191.682190,982.275513,294.127258,145.354111,1009.498474,361.637634,88.342392,951.606934,315.930756,228.458786,1068.463379
1418,0,238.285233,-92.053307,989.825684,367.777161,-63.487598,877.778687,337.895966,-37.939751,947.585999,393.329681,-9.977422,910.868347,459.735535,51.405045,870.317078,,,,329.405334,194.259018,983.917480,293.607849,147.977585,1011.127808,360.956696,90.781769,953.161438,315.532928,231.025238,1070.128906
1419,0,238.251373,-91.990067,989.810913,367.700470,-61.946728,878.207886,337.508331,-37.094364,948.154053,392.772491,-8.373981,911.741882,458.861511,53.730675,871.742126,,,,328.924896,196.846588,985.542786,293.082214,150.618240,1012.745850,360.259216,93.228706,954.708130,315.136841,233.610138,1071.775391
